,Horas,LAT,LNG
206,18:20:00,-20.2212514,-70.1355322
208,15:30:00,-20.2193218,-70.1347013
210,13:15:00,-20.2137319,-70.1532418
212,16:10:00,-20.2181507,-70.1361591
215,14:10:00,-20.2325448,-70.1358294
216,17:50:00,-20.2615186,-70.0953468
219,13:45:00,-20.2560147,-70.1059327
220,17:10:00,-20.2777582,-70.0907546
222,12:50:00,-20.2297027,-70.132651
224,15:20:00,-20.2307248,-70.1356851
225,13:30:00,-20.214656,-70.1418301
226,16:40:00,-20.2208561,-70.1319844
227,14:20:00,-20.2343863,-70.1376258
230,17:00:00,-20.2208561,-70.1319844
231,15:00:00,-20.2048845,-70.131308
236,14:00:00,-20.2143706,-70.1450321
237,13:00:00,-20.2638522,-70.0990065
239,16:00:00,-20.2167769,-70.1548301
244,14:45:00,-20.2194313,-70.1489375
247,13:15:00,-20.212405,-70.1447866
249,13:20:00,-20.2191966,-70.1529769
250,15:19:00,-20.219616,-70.1454426
258,13:00:00,-20.2109307,-70.1514957
259,18:30:00,-20.2690726,-70.1263225
263,16:00:00,-20.2080165,-70.1430439
264,17:30:00,-20.211089,-70.1363724
267,16:30:00,-20.268299,-70.1018888
269,13:40:00,-20.2495998,-70.106074
271,16:35:00,-20.2606688,-70.1025168
272,18:50:00,-20.2516165,-70.1258619
273,16:30:00,-20.2176792,-70.1347015
277,16:55:00,-20.2996325,-70.1083457
279,18:00:00,-20.2140744,-70.1463445
280,15:05:00,-20.2227166,-70.1417354
286,14:00:00,-20.2441837,-70.1409449
288,18:15:00,-20.223043,-70.1515888
290,13:20:00,-20.226475,-70.1352834
292,15:00:00,-20.2330221,-70.1368235
296,18:30:00,-20.2418329,-70.1428187
297,12:50:00,-20.2300565,-70.1363117
301,16:45:00,-20.2182167,-70.1347514
302,18:50:00,-20.2443662,-70.129305
303,12:30:00,-20.2207419,-70.1529162
304,14:00:00,-20.2495013,-70.1345133
305,14:00:00,-20.2151357,-70.1528072
306,13:55:00,-20.2394749,-70.1403552
307,13:20:00,-20.2480413,-70.1372275
308,16:20:00,-20.2242301,-70.1374206
310,16:45:00,-20.2114975,-70.1511648
311,17:00:00,-20.2307248,-70.1356851
312,17:40:00,-20.2772102,-70.0790642
314,13:55:00,-20.2206303,-70.146763
316,12:45:00,-20.2171999,-70.1487663
318,14:15:00,-20.2170705,-70.1435776
319,12:50:00,-20.2069404,-70.1357416
320,18:30:00,-20.2201543,-70.1353452
321,17:30:00,-20.255713,-70.1342417
324,17:40:00,-20.2172018,-70.1419493
326,12:50:00,-20.2192459,-70.1362402
328,19:00:00,-20.2193218,-70.1347013
330,17:50:00,-20.2743469,-70.0972785
336,17:00:00,-20.2862359,-70.1028398
337,17:15:00,-20.239375,-70.1306976
341,14:50:00,-20.2201278,-70.1361812
342,17:45:00,-20.230949,-70.142074
344,12:40:00,-20.2125643,-70.1501424
345,16:00:00,-20.1938298,-70.1362687
349,13:55:00,-20.2196748,-70.1443406
359,13:30:00,-20.222624,-70.1439453
361,14:50:00,-20.2190287,-70.1429318
365,14:30:00,-20.2193218,-70.1347013
367,18:00:00,-20.2161356,-70.1435283
369,18:30:00,-20.282319,-70.115617
370,14:10:00,-20.2725735,-70.093603
371,13:00:00,-20.223043,-70.1515888
372,16:30:00,-20.2489683,-70.1278562
373,16:00:00,-20.2556984,-70.1070161
377,17:30:00,-20.2495998,-70.106074
378,18:00:00,-20.259949,-70.070496
380,16:00:00,-20.2399374,-70.1355553
383,17:00:00,-20.2113552,-70.1519775
386,12:30:00,-20.2295652,-70.1467788
388,13:40:00,-20.2471645,-70.1350603
389,16:30:00,-20.2273793,-70.1471585
392,16:00:00,-20.3009935,-70.1115977
393,18:15:00,-20.2441837,-70.1409449
395,13:40:00,-20.254522,-70.131162
397,14:50:00,-20.2847174,-70.1022289
399,14:30:00,-20.2155386,-70.1558845
400,18:50:00,-20.2382135,-70.1286667
405,17:20:00,-20.230111,-70.1464372
406,14:30:00,-20.223043,-70.1515888
407,18:40:00,-20.2926993,-70.1274816
411,16:00:00,-20.2184918,-70.1494876
413,15:45:00,-20.2214783,-70.149117
415,13:00:00,-20.2365734,-70.1403842
420,14:30:00,-20.2249125,-70.1503658
422,17:55:00,-20.2134898,-70.1310453
426,18:40:00,-20.2879242,-70.1032668
428,13:20:00,-20.2776152,-70.0986886
429,16:30:00,-20.2563119,-70.131003
431,16:19:00,-20.2383371,-70.1381501
432,14:50:00,-20.2682907,-70.0909049
433,15:15:00,-20.2201543,-70.1353452
436,18:30:00,-20.2680266,-70.0961
439,17:50:00,-20.2570097,-70.1328508
441,13:25:00,-20.2841385,-70.0991439
442,12:10:00,-20.2623582,-70.1046037
443,13:10:00,-20.2158425,-70.1344699
446,12:18:00,-20.2620361,-70.0961199
448,16:40:00,-20.2729191,-70.101118
450,12:50:00,-20.2621462,-70.1039381
452,14:00:00,-20.2249004,-70.1370717
453,12:30:00,-20.2307248,-70.1356851
455,18:05:00,-20.2295804,-70.1331371
456,17:00:00,-20.2208561,-70.1319844
458,15:30:00,-20.2722984,-70.1285202
460,16:10:00,-20.2196748,-70.1443406
462,12:45:00,-20.2626717,-70.0967153
465,16:20:00,-20.2716186,-70.1258922
468,15:15:00,-20.2431573,-70.1421653
472,16:05:00,-20.245836,-70.1401573
473,15:20:00,-20.2211368,-70.1377023
478,16:35:00,-20.2209396,-70.1350644
479,16:00:00,-20.2196812,-70.1414249
482,13:55:00,-20.2195058,-70.1475571
485,18:00:00,-20.2237418,-70.139716
488,12:20:00,-20.2748303,-70.1266976
490,16:15:00,-20.2170552,-70.1537666
492,15:20:00,-20.2141207,-70.1399322
497,13:20:00,-20.2662643,-70.1027994
499,14:15:00,-20.2334863,-70.142298
500,13:15:00,-20.2250238,-70.1352451
505,18:30:00,-20.2208561,-70.1319844
509,17:18:00,-20.2441837,-70.1409449
510,16:20:00,-20.247166,-70.1354963
513,15:30:00,-20.2519303,-70.1256333
514,18:30:00,-20.253444,-70.1293127
517,14:45:00,-20.2387359,-70.1426512
523,18:30:00,-20.2307033,-70.1356692
524,13:15:00,-20.21024,-70.1556195
526,12:05:00,-20.2201814,-70.1349026
527,14:55:00,-20.2181507,-70.1361591
531,15:00:00,-20.2608584,-70.1276117
532,15:15:00,-20.2416031,-70.1281104
535,18:40:00,-20.2697694,-70.1037044
543,13:00:00,-20.2668852,-70.1033255
544,19:00:00,-20.2201814,-70.1349026
545,16:00:00,-20.2106901,-70.1349905
546,13:30:00,-20.2662643,-70.1027994
548,18:00:00,-20.2686722,-70.1049169
550,12:20:00,-20.2662643,-70.1027994
554,13:55:00,-20.2701428,-70.1084922
561,13:30:00,-20.2426573,-70.142092
562,16:50:00,-20.2444412,-70.1282904
563,17:55:00,-20.2207652,-70.1443587
565,12:50:00,-20.2017053,-70.139114
568,15:50:00,-20.2329027,-70.133599
570,12:30:00,-20.2422792,-70.1413978
572,16:20:00,-20.2307033,-70.1356692
573,14:30:00,-20.2174367,-70.1384578
574,12:40:00,-20.2177736,-70.143625
576,17:15:00,-20.245836,-70.1401573
577,12:50:00,-20.2111906,-70.1384119
578,17:40:00,-20.2307033,-70.1356692
579,19:00:00,-20.2249004,-70.1370717
580,13:00:00,-20.2278116,-70.1373664
583,15:50:00,-20.2847174,-70.1022289
585,18:30:00,-20.265641,-70.124591
586,13:30:00,-20.2189238,-70.1420816
588,17:25:00,-20.2711142,-70.0943765
591,14:00:00,-20.2245658,-70.1435295
599,16:10:00,-20.2128413,-70.1440078
600,18:00:00,-20.2243124,-70.149352
601,17:40:00,-20.2129089,-70.1426252
605,12:50:00,-20.2169534,-70.1451921
607,14:00:00,-20.2047251,-70.1419082
608,14:00:00,-20.2253708,-70.1454157
609,13:30:00,-20.2133074,-70.134039
612,17:25:00,-20.2570097,-70.1328508
613,17:45:00,-20.2996286,-70.108392
615,17:55:00,-20.2736121,-70.0917381
618,13:00:00,-20.2664507,-70.1029387
619,17:00:00,-20.2759063,-70.1041594
621,18:15:00,-20.2132565,-70.150245
625,13:00:00,-20.2999346,-70.1117138
628,12:40:00,-20.2740798,-70.106636
629,16:10:00,-20.2444412,-70.1282904
632,17:00:00,-20.2498961,-70.1275957
635,17:00:00,-20.5364084,-70.1805181
636,15:15:00,-20.2240039,-70.1360317
638,14:15:00,-20.2443662,-70.129305
640,17:45:00,-20.2728069,-70.1097017
641,16:00:00,-20.2692118,-70.1055495
643,18:30:00,-20.2145966,-70.1428339
644,13:23:00,-20.2161356,-70.1435283
653,17:58:00,-20.2301432,-70.1411798
654,18:00:00,-20.2417381,-70.1341018
655,16:50:00,-20.2523713,-70.1275678
657,14:55:00,-20.2253708,-70.1454157
658,14:40:00,-20.2201814,-70.1349026
660,16:15:00,-20.225624,-70.1425042
662,17:45:00,-20.2259472,-70.143415
664,13:30:00,-20.2287874,-70.1394852
671,16:00:00,-20.2246898,-70.1408337
675,15:20:00,-20.2201814,-70.1349026
677,16:20:00,-20.231131,-70.1306854
678,16:30:00,-20.2236,-70.1434542
679,17:20:00,-20.2159236,-70.1486187
681,14:08:00,-20.2722984,-70.1285202
683,18:00:00,-20.2441837,-70.1409449
684,16:35:00,-20.2221337,-70.1355969
685,15:10:00,-20.2219834,-70.1395828
686,18:40:00,-20.2169534,-70.1451921
690,18:30:00,-20.2653785,-70.126922
692,12:30:00,-20.261982,-70.1018797
695,14:30:00,-20.2626251,-70.1247655
697,18:50:00,-20.2249004,-70.1370717
698,14:25:00,-20.2416971,-70.1432156
699,16:15:00,-20.2599382,-70.1249083
700,16:00:00,-20.2201278,-70.1361812
705,17:00:00,-20.2197049,-70.1437707
707,19:00:00,-20.2348149,-70.1356574
710,12:30:00,-20.2151357,-70.1528072
711,16:30:00,-20.2776152,-70.0986886
712,16:20:00,-20.2830627,-70.0874094
714,14:30:00,-20.2160808,-70.1493656
715,13:30:00,-20.2839611,-70.1044103
716,13:45:00,-20.2445158,-70.131685
720,13:40:00,-20.2441837,-70.1409449
721,13:00:00,-20.2199419,-70.1393996
723,12:30:00,-20.2306827,-70.134509
728,18:40:00,-20.2172573,-70.1529207
730,13:50:00,-20.2130845,-70.1534748
734,18:30:00,-20.2172018,-70.1419493
735,14:00:00,-20.220917,-70.1415272
736,18:30:00,-20.2106577,-70.1346152
738,17:30:00,-20.217491,-70.141104
739,14:30:00,-20.2144441,-70.1342341
741,13:00:00,-20.2423171,-70.1332168
742,18:45:00,-20.2227166,-70.1417354
746,13:10:00,-20.2305793,-70.1391749
748,15:30:00,-20.2117191,-70.1460666
750,14:05:00,-20.239015,-70.14459
753,15:10:00,-20.2422792,-70.1413978
754,14:10:00,-20.2076628,-70.135993
756,12:10:00,-20.2427402,-70.1399698
757,13:45:00,-20.2134898,-70.1310453
760,16:40:00,-20.20934,-70.1505109
764,12:30:00,-20.2132565,-70.150245
766,13:10:00,-20.2095864,-70.1509063
767,17:25:00,-20.2346412,-70.1427131
768,15:30:00,-20.2307033,-70.1356692
769,16:30:00,-20.2069404,-70.1357416
770,18:30:00,-20.2409536,-70.137693
772,18:00:00,-20.2192283,-70.1545847
774,18:20:00,-20.2691764,-70.1264648
779,13:55:00,-20.2156021,-70.1556159
780,15:45:00,-20.2006833,-70.1370701
781,13:35:00,-20.2495998,-70.106074
784,16:40:00,-20.231084,-70.1354987
786,16:15:00,-20.2285882,-70.144682
788,16:30:00,-20.21725,-70.1509993
790,15:40:00,-20.2254544,-70.146027
794,16:20:00,-20.2192459,-70.1362402
796,12:40:00,-20.2495998,-70.106074
797,15:00:00,-20.2175143,-70.1487674
798,16:45:00,-20.258204,-70.13157
799,16:30:00,-20.2777582,-70.0907546
800,18:40:00,-20.2768365,-70.0911312
803,18:55:00,-20.2626251,-70.1247655
804,12:50:00,-20.2219439,-70.1388786
807,17:40:00,-20.2683824,-70.1011703
809,15:30:00,-20.2330181,-70.1378338
815,17:00:00,-20.214313,-70.146092
816,17:00:00,-20.2219834,-70.1395828
819,14:55:00,-20.2254074,-70.147038
821,14:00:00,-20.2447106,-70.1376658
826,15:25:00,-20.2252908,-70.1494288
827,13:10:00,-20.2651743,-70.105443
828,18:40:00,-20.2819474,-70.0985252
830,18:00:00,-20.2227831,-70.1428976
831,14:00:00,-20.2301432,-70.1411798
832,13:42:00,-20.2126716,-70.148467
834,13:15:00,-20.2163004,-70.1559683
835,15:00:00,-20.2177479,-70.1442373
836,18:10:00,-20.2144567,-70.1441315
838,12:05:00,-20.2081549,-70.1426093
839,12:20:00,-20.2716186,-70.1258922
840,17:20:00,-20.2782039,-70.127079
843,17:40:00,-20.2186091,-70.1356109
845,14:55:00,-20.2096708,-70.1507889
847,17:50:00,-20.2686722,-70.1049169
854,18:00:00,-20.2127063,-70.1338548
860,14:30:00,-20.225863,-70.1315828
864,17:45:00,-20.2625439,-70.1242622
865,17:40:00,-20.2441837,-70.1409449
867,17:10:00,-20.2161249,-70.1442269
868,18:50:00,-20.2237667,-70.1390302
869,14:09:00,-20.2692899,-70.1263511
871,18:15:00,-20.2245262,-70.1463566
875,19:00:00,-20.2279008,-70.1354882
876,13:30:00,-20.2141015,-70.1471935
877,16:45:00,-20.2114975,-70.1511648
878,12:30:00,-20.2364664,-70.1360525
880,17:55:00,-20.2109307,-70.1514957
882,17:40:00,-20.2520603,-70.1336539
884,12:50:00,-20.289082,-70.0922017
885,18:30:00,-20.2680266,-70.0961
888,13:30:00,-20.2612165,-70.1015553
889,16:40:00,-20.2248356,-70.1380641
893,14:00:00,-20.246623,-70.0985631
894,15:45:00,-20.254908,-70.133011
900,15:30:00,-20.2080165,-70.1430439
901,12:30:00,-20.2134363,-70.1492941
907,17:15:00,-20.2486089,-70.1382111
908,16:00:00,-20.270668,-70.1016173
909,16:30:00,-20.2216515,-70.1456323
911,18:30:00,-20.2488518,-70.128074
913,13:10:00,-20.223043,-70.1515888
914,16:45:00,-20.2192459,-70.1362402
916,16:20:00,-20.2177736,-70.143625
926,17:45:00,-20.2801732,-70.0793497
930,13:00:00,-20.255713,-70.1342417
932,18:50:00,-20.2148322,-70.1389636
933,18:15:00,-20.2307033,-70.1356692
934,18:00:00,-20.2047827,-70.1348563
936,15:00:00,-20.2623582,-70.1046037
938,17:15:00,-20.2307033,-70.1356692
940,12:30:00,-20.2199836,-70.146837
941,14:30:00,-20.2644245,-70.1294134
943,18:30:00,-20.2368684,-70.1409419
945,15:00:00,-20.2887392,-70.131534
946,16:45:00,-20.2238646,-70.1369653
947,16:00:00,-20.2140744,-70.1463445
948,18:30:00,-20.2520595,-70.1267483
950,16:05:00,-20.2189238,-70.1420816
951,15:30:00,-20.2173917,-70.1391838
953,12:05:00,-20.2865272,-70.1275199
958,12:05:00,-20.2159436,-70.1557087
966,15:00:00,-20.2090366,-70.129323
967,14:40:00,-20.2307033,-70.1356692
968,18:30:00,-20.2316455,-70.1395315
969,12:50:00,-20.2542691,-70.1314071
972,18:30:00,-20.2201543,-70.1353452
974,17:59:00,-20.2151148,-70.1439083
976,16:00:00,-20.2518773,-70.126359
979,18:15:00,-20.2441837,-70.1409449
982,17:00:00,-20.2117876,-70.1528536
983,18:30:00,-20.2139782,-70.1502769
985,13:07:00,-20.2285882,-70.144682
988,12:30:00,-20.2109599,-70.1392978
989,15:00:00,-20.2209717,-70.1405177
993,12:30:00,-20.2190156,-70.1403405
994,14:00:00,-20.2581233,-70.1324636
997,18:20:00,-20.2200771,-70.1436239
1001,14:00:00,-20.2680266,-70.0961
1002,18:30:00,-20.2127397,-70.1461596
1003,17:25:00,-20.2686722,-70.1049169
1008,14:00:00,-20.2529289,-70.1317028
1009,16:00:00,-20.2325404,-70.1427654
1010,14:30:00,-20.2098586,-70.1402893
1015,17:40:00,-20.2198882,-70.140418
1022,17:30:00,-20.2705741,-70.101853
1023,17:00:00,-20.2685026,-70.1293773
1030,15:00:00,-20.2311999,-70.1298021
1031,13:40:00,-20.214737,-70.1498031
1034,14:30:00,-20.2077496,-70.149554
1036,12:50:00,-20.242919,-70.1394306
1039,15:30:00,-20.2255093,-70.1494647
1042,16:00:00,-20.2199419,-70.1393996
1044,18:00:00,-20.2459994,-70.1338133
1045,15:00:00,-20.2180364,-70.1549514
1047,13:20:00,-20.255713,-70.1342417
1048,17:40:00,-20.2206303,-70.146763
1050,17:45:00,-20.2335522,-70.1282236
1057,14:45:00,-20.2686827,-70.0918557
1058,16:20:00,-20.2143706,-70.1450321
1065,15:10:00,-20.2049745,-70.135743
1068,18:30:00,-20.2325404,-70.1427654
1073,13:00:00,-20.2197336,-70.1431759
1076,16:15:00,-20.2382687,-70.1343715
1082,15:50:00,-20.2138472,-70.1440474
1085,13:20:00,-20.2127345,-70.1482996
1089,17:40:00,-20.2229414,-70.1368157
1090,13:00:00,-20.2925751,-70.1048736
1094,15:00:00,-20.2139981,-70.1493062
1097,16:10:00,-20.2528168,-70.1073858
1098,13:40:00,-20.2709329,-70.1063884
1100,17:00:00,-20.238243,-70.1441106
1104,12:45:00,-20.2692899,-70.1263511
1105,18:30:00,-20.2109821,-70.1445867
1106,13:00:00,-20.2761659,-70.1266637
1107,18:19:00,-20.2441837,-70.1409449
1108,17:30:00,-20.2445158,-70.131685
1114,18:00:00,-20.2177479,-70.1442373
1115,14:40:00,-20.2297783,-70.1290144
1117,13:40:00,-20.27113,-70.09468
1119,18:00:00,-20.2134898,-70.1310453
1120,15:45:00,-20.2128199,-70.1448148
1124,18:20:00,-20.2139782,-70.1502769
1130,13:30:00,-20.2169534,-70.1451921
1132,15:30:00,-20.2215553,-70.147656
1133,18:20:00,-20.230111,-70.1464372
1137,18:00:00,-20.2847174,-70.1022289
1140,17:40:00,-20.2251209,-70.1331427
1141,14:00:00,-20.2193218,-70.1347013
1142,14:20:00,-20.2197049,-70.1437707
1143,15:10:00,-20.2248356,-70.1380641
1144,13:00:00,-20.2167846,-70.1463308
1145,15:45:00,-20.2193218,-70.1347013
1146,18:30:00,-20.2364664,-70.1360525
1148,14:45:00,-20.2364664,-70.1360525
1149,13:45:00,-20.2443662,-70.129305
1150,17:30:00,-20.2108284,-70.1398133
1151,16:30:00,-20.2180158,-70.151934
1153,15:00:00,-20.2154831,-70.1401029
1154,18:00:00,-20.2307033,-70.1356692
1157,13:30:00,-20.2177479,-70.1442373
1163,14:25:00,-20.2718472,-70.1002663
1164,18:20:00,-20.2705741,-70.101853
1165,13:20:00,-20.2749229,-70.0924468
1169,15:00:00,-20.2230408,-70.1338268
1171,12:10:00,-20.2182824,-70.1529419
1172,17:15:00,-20.265889,-70.1230257
1174,19:00:00,-20.265632,-70.1017397
1175,15:55:00,-20.2805593,-70.0815697
1180,18:00:00,-20.2325448,-70.1358294
1185,12:30:00,-20.2247382,-70.139754
1190,15:30:00,-20.2164596,-70.1377892
1192,15:30:00,-20.2711142,-70.0943765
1200,16:00:00,-20.260256,-70.1272714
1201,13:00:00,-20.2232761,-70.1513672
1202,16:30:00,-20.2159207,-70.1450323
1205,19:00:00,-20.2375795,-70.1397646
1207,12:45:00,-20.2416778,-70.1441063
1216,18:30:00,-20.2207047,-70.1476999
1217,16:10:00,-20.2887392,-70.131534
1219,14:30:00,-20.2257457,-70.1376618
1220,15:30:00,-20.25145,-70.1319383
1223,13:00:00,-20.2301432,-70.1411798
1224,18:30:00,-20.2187327,-70.1453448
1234,16:30:00,-20.222924,-70.137367
1235,17:00:00,-20.2139934,-70.1485311
1238,13:05:00,-20.2296636,-70.1355265
1240,18:00:00,-20.247585,-70.1383942
1241,15:15:00,-20.2649718,-70.1004169
1247,12:30:00,-20.2734785,-70.1058554
1252,18:45:00,-20.2849394,-70.1047148
1253,16:00:00,-20.2638025,-70.098587
1256,14:50:00,-20.2148322,-70.1389636
1260,16:50:00,-20.2301432,-70.1411798
1261,17:00:00,-20.2430275,-70.1317441
1262,13:50:00,-20.2561589,-70.1256228
1264,12:15:00,-20.2182824,-70.1529419
1266,15:15:00,-20.2638522,-70.0990065
1268,18:30:00,-20.2662643,-70.1027994
1269,13:00:00,-20.2233371,-70.1492636
1270,12:45:00,-20.2157415,-70.1391254
1278,13:40:00,-20.2215553,-70.147656
1279,13:30:00,-20.2233371,-70.1492636
1280,18:30:00,-20.213684,-70.1471837
1282,13:20:00,-20.2694813,-70.1076445
1286,13:40:00,-20.2245555,-70.145758
1287,18:10:00,-20.2375795,-70.1397646
1291,17:30:00,-20.2265745,-70.1330221
1292,18:00:00,-20.2144567,-70.1441315
1296,14:00:00,-20.2382195,-70.1367007
1298,17:10:00,-20.2739785,-70.0984025
1301,12:40:00,-20.2141572,-70.1548644
1307,13:00:00,-20.227256,-70.1298393
1308,18:00:00,-20.2353763,-70.1411949
1310,17:40:00,-20.2683968,-70.1257935
1311,18:30:00,-20.2516101,-70.1093728
1312,18:30:00,-20.2256436,-70.1398155
1317,15:15:00,-20.2232761,-70.1513672
1318,18:00:00,-20.2306836,-70.1365985
1320,16:30:00,-20.2394862,-70.1461855
1321,13:45:00,-20.2177736,-70.143625
1322,12:30:00,-20.226501,-70.1446436
1323,14:29:00,-20.2207403,-70.1519296
1324,18:30:00,-20.2307033,-70.1356692
1325,13:30:00,-20.2350011,-70.1436832
1326,18:50:00,-20.2173917,-70.1391838
1328,14:50:00,-20.2571962,-70.1069645
1331,18:30:00,-20.2180007,-70.1392298
1333,15:15:00,-20.2317464,-70.1357654
1335,17:00:00,-20.2301432,-70.1411798
1338,13:00:00,-20.2080995,-70.1297933
1339,18:50:00,-20.255713,-70.1342417
1341,13:00:00,-20.2409995,-70.1293672
1344,18:25:00,-20.2842616,-70.1009194
1346,13:00:00,-20.2484469,-70.1381101
1347,12:15:00,-20.2130592,-70.1513845
1352,18:29:00,-20.2125097,-70.151652
1358,13:15:00,-20.2743469,-70.0972785
1363,15:00:00,-20.2468369,-70.1329274
1364,13:00:00,-20.2743578,-70.1290808
1367,15:30:00,-20.2229612,-70.135624
1368,13:30:00,-20.2273588,-70.1480139
1370,19:00:00,-20.2145055,-70.1434772
1375,15:10:00,-20.2821806,-70.1270215
1378,14:00:00,-20.2217183,-70.1444324
1380,14:15:00,-20.2236518,-70.1423787
1382,12:15:00,-20.2049745,-70.135743
1385,12:30:00,-20.2201814,-70.1349026
1386,14:30:00,-20.2543166,-70.1260602
1391,13:10:00,-20.2446862,-70.1325614
1392,16:00:00,-20.2385286,-70.129045
1393,13:10:00,-20.2393332,-70.128287
1396,13:15:00,-20.225624,-70.1425042
1398,16:20:00,-20.2599382,-70.1249083
1400,14:40:00,-20.2621944,-70.1269978
1404,19:00:00,-20.27113,-70.09468
1405,12:10:00,-20.2777582,-70.0907546
1408,16:50:00,-20.2080995,-70.1297933
1414,15:25:00,-20.2612165,-70.1015553
1416,18:05:00,-20.2830627,-70.0874094
1417,12:05:00,-20.2159668,-70.1567196
1420,12:40:00,-20.238243,-70.1441106
1421,14:00:00,-20.2082158,-70.1408429
1422,17:10:00,-20.2188613,-70.1431021
1423,16:54:00,-20.2801852,-70.1243222
1424,13:30:00,-20.2327726,-70.1363732
1425,15:29:00,-20.2278732,-70.1309752
1426,17:15:00,-20.2131386,-70.1543387
1435,18:45:00,-20.2067534,-70.1452669
1436,18:00:00,-20.2382135,-70.1286667
1438,14:00:00,-20.2165893,-70.1465892
1439,12:30:00,-20.2941986,-70.1287146
1440,14:00:00,-20.2325448,-70.1358294
1442,18:30:00,-20.2736121,-70.0917381
1444,15:00:00,-20.264997,-70.1010375
1445,15:04:00,-20.2397615,-70.1311871
1450,16:00:00,-20.2339293,-70.1340386
1451,12:50:00,-20.2141572,-70.1548644
1454,13:30:00,-20.2319768,-70.1471435
1457,15:45:00,-20.2257999,-70.1314802
1460,16:00:00,-20.2207905,-70.1438105
1461,15:00:00,-20.2127058,-70.1330916
1463,16:00:00,-20.2847174,-70.1022289
1469,13:30:00,-20.213118,-70.1328351
1470,14:25:00,-20.2441837,-70.1409449
1471,12:50:00,-20.2217721,-70.1432875
1472,18:00:00,-20.2265367,-70.1436597
1476,16:00:00,-20.2686722,-70.1049169
1477,13:30:00,-20.2338688,-70.1410566
1481,19:00:00,-20.2188613,-70.1431021
