,Horas,LAT,LNG
530,11:55:00,-20.2143938,-70.1387663
533,09:10:00,-20.2189033,-70.1408771
534,10:00:00,-20.2372462,-70.143735
537,08:00:00,-20.279787,-70.0897684
538,11:45:00,-20.238243,-70.1441106
549,12:00:00,-20.2686722,-70.1049169
555,11:40:00,-20.215546,-70.1390644
557,08:00:00,-20.2203861,-70.1504462
564,06:55:00,-20.2325448,-70.1358294
566,08:20:00,-20.2150839,-70.1456348
582,07:15:00,-20.2925751,-70.1048736
584,07:50:00,-20.2495998,-70.106074
587,07:00:00,-20.2841781,-70.1004107
596,07:20:00,-20.2486089,-70.1382111
597,07:10:00,-20.2616614,-70.129137
598,10:00:00,-20.2664507,-70.1029387
602,07:45:00,-20.2279008,-70.1354882
603,10:48:00,-20.2133583,-70.1388275
606,10:00:00,-20.2205893,-70.147605
610,09:00:00,-20.2059438,-70.1430218
611,07:15:00,-20.237095,-70.1298896
614,10:40:00,-20.2764584,-70.1018494
616,08:50:00,-20.2556984,-70.1070161
617,07:30:00,-20.277224,-70.0805248
622,08:00:00,-20.2897057,-70.1064421
623,07:40:00,-20.2700353,-70.1098954
630,11:00:00,-20.2671374,-70.1237886
633,06:30:00,-20.2371694,-70.1399482
637,11:10:00,-20.2109195,-70.1459124
639,12:00:00,-20.2777582,-70.0907546
645,07:00:00,-20.2289498,-70.1369628
648,07:15:00,-20.2290311,-70.135502
650,08:20:00,-20.2384295,-70.1348415
651,11:00:00,-20.2133583,-70.1388275
652,10:00:00,-20.2126347,-70.15226
661,10:55:00,-20.2076006,-70.1438554
663,06:30:00,-20.2416031,-70.1281104
668,12:00:00,-20.2405997,-70.1370252
669,10:20:00,-20.2331847,-70.1320723
673,07:30:00,-20.2142085,-70.1349056
674,11:00:00,-20.2153192,-70.1540444
676,10:45:00,-20.215753,-70.1391326
682,09:00:00,-20.1938298,-70.1362687
689,11:10:00,-20.2394749,-70.1403552
691,08:00:00,-20.2394862,-70.1461855
701,09:10:00,-20.2296636,-70.1355265
703,07:50:00,-20.2224134,-70.1492067
706,12:00:00,-20.2850513,-70.0951018
717,07:50:00,-20.2925294,-70.1251716
719,12:00:00,-20.2348731,-70.143627
722,06:20:00,-20.2626251,-70.1247655
724,10:00:00,-20.2444412,-70.1282904
725,08:05:00,-20.2480409,-70.1367207
727,08:30:00,-20.5364084,-70.1805181
729,08:00:00,-20.2528036,-70.1261842
731,11:30:00,-20.2288673,-70.1384204
732,08:20:00,-20.2219439,-70.1388786
737,10:40:00,-20.2482419,-70.1291267
740,10:05:00,-20.2368776,-70.1289208
743,09:20:00,-20.2248356,-70.1380641
745,11:55:00,-20.2197336,-70.1431759
747,08:30:00,-20.2612165,-70.1015553
749,06:30:00,-20.2172018,-70.1419493
752,10:50:00,-20.2300295,-70.1415428
759,06:40:00,-20.2339491,-70.1380032
761,07:40:00,-20.2206842,-70.1455402
762,07:40:00,-20.226475,-70.1352834
763,08:55:00,-20.2181701,-70.1551829
765,09:45:00,-20.2444412,-70.1282904
771,07:50:00,-20.2277543,-70.1383159
776,07:40:00,-20.2720142,-70.0963194
777,08:00:00,-20.2708871,-70.1004936
783,11:00:00,-20.2213952,-70.1326309
785,12:00:00,-20.231754,-70.1351068
791,06:00:00,-20.237139,-70.1351597
795,06:20:00,-20.2093046,-70.151505
802,10:00:00,-20.2279008,-70.1354882
805,10:45:00,-20.2556984,-70.1070161
811,10:08:00,-20.2080995,-70.1297933
812,11:00:00,-20.2018578,-70.1389107
814,10:30:00,-20.2480983,-70.1273183
817,09:00:00,-20.2297783,-70.1290144
822,10:26:00,-20.2201278,-70.1361812
824,08:00:00,-20.2246574,-70.1393004
833,10:00:00,-20.2069404,-70.1357416
846,09:00:00,-20.2175833,-70.1474318
848,08:00:00,-20.2690149,-70.1044822
852,11:00:00,-20.2238133,-70.1410338
853,12:00:00,-20.2186091,-70.1356109
857,10:00:00,-20.2167759,-70.1474073
858,09:30:00,-20.2403508,-70.1374555
863,08:10:00,-20.2134898,-70.1310453
870,08:40:00,-20.2307033,-70.1356692
872,09:35:00,-20.2289498,-70.1369628
881,10:10:00,-20.2172255,-70.1475209
883,07:50:00,-20.2585155,-70.0726409
886,08:20:00,-20.2612165,-70.1015553
887,08:00:00,-20.2697311,-70.0953563
890,07:23:00,-20.2651743,-70.105443
891,07:15:00,-20.2612611,-70.1017849
899,08:30:00,-20.2263676,-70.1487918
902,09:30:00,-20.215305,-70.1428993
903,10:30:00,-20.2913208,-70.1214046
904,09:00:00,-20.2683063,-70.1279633
910,08:10:00,-20.2184918,-70.1494876
915,11:20:00,-20.2570097,-70.1328508
917,09:40:00,-20.2274223,-70.1462215
922,08:30:00,-20.2394749,-70.1403552
923,09:00:00,-20.2115341,-70.1502028
929,11:40:00,-20.2307248,-70.1356851
931,11:25:00,-20.2307033,-70.1356692
935,07:45:00,-20.2829309,-70.1020811
939,08:30:00,-20.2059679,-70.1430435
952,10:20:00,-20.2300445,-70.1459692
955,10:30:00,-20.2340561,-70.1411217
956,06:00:00,-20.2819722,-70.1243518
957,11:40:00,-20.2247163,-70.1468504
959,11:15:00,-20.2670058,-70.1237463
965,11:00:00,-20.2049594,-70.1369206
970,12:00:00,-20.2159851,-70.1472849
971,07:30:00,-20.2223516,-70.1496565
973,08:30:00,-20.2143933,-70.1344376
980,07:40:00,-20.2171182,-70.1429854
981,11:30:00,-20.2276843,-70.1402925
986,10:00:00,-20.2364664,-70.1360525
987,11:45:00,-20.2279008,-70.1354882
990,07:30:00,-20.2164697,-70.1358582
998,07:55:00,-20.2416778,-70.1441063
1005,11:10:00,-20.2743469,-70.0972785
1006,09:10:00,-20.2683968,-70.1257935
1013,06:00:00,-20.2212061,-70.1364944
1014,10:15:00,-20.2245658,-70.1435295
1016,10:15:00,-20.2194313,-70.1489375
1019,08:00:00,-20.248365,-70.1266931
1020,07:50:00,-20.2800542,-70.1007563
1021,07:30:00,-20.2290566,-70.1286595
1027,08:50:00,-20.2382135,-70.1286667
1028,08:50:00,-20.2175979,-70.1358959
1029,08:00:00,-20.223043,-70.1515888
1032,06:00:00,-20.238243,-70.1441106
1035,08:15:00,-20.2168169,-70.1465983
1038,07:00:00,-20.240258,-70.143482
1040,09:30:00,-20.214656,-70.1418301
1041,11:30:00,-20.2123239,-70.147103
1043,07:00:00,-20.2996325,-70.1083457
1049,09:00:00,-20.2148322,-70.1389636
1052,06:15:00,-20.2307033,-70.1356692
1053,12:00:00,-20.2219834,-70.1395828
1055,08:15:00,-20.2768172,-70.1044794
1056,08:45:00,-20.2590625,-70.0735314
1060,07:50:00,-20.2202958,-70.1521312
1061,08:40:00,-20.2182824,-70.1529419
1062,07:10:00,-20.2806769,-70.1037814
1063,10:00:00,-20.2214783,-70.149117
1064,08:30:00,-20.2335869,-70.1361448
1069,09:30:00,-20.2626251,-70.1247655
1070,08:15:00,-20.2274223,-70.1462215
1071,11:15:00,-20.2685026,-70.1293773
1083,08:00:00,-20.2289498,-70.1369628
1088,08:15:00,-20.2126118,-70.1528194
1091,09:00:00,-20.2996325,-70.1083457
1092,07:40:00,-20.2688456,-70.1018435
1095,07:20:00,-20.2193218,-70.1347013
1096,12:00:00,-20.2325448,-70.1358294
1109,10:30:00,-20.2090467,-70.13977
1110,08:00:00,-20.2404715,-70.1405854
1111,09:15:00,-20.248044,-70.1251965
1113,10:10:00,-20.2482419,-70.1291267
1122,07:50:00,-20.214737,-70.1498031
1127,07:30:00,-20.2483256,-70.1009797
1131,09:00:00,-20.2824634,-70.0860646
1134,08:40:00,-20.2441837,-70.1409449
1135,10:00:00,-20.2662507,-70.1025442
1156,11:30:00,-20.2196748,-70.1443406
1158,08:55:00,-20.2321264,-70.145627
1160,07:30:00,-20.2247382,-70.139754
1161,07:00:00,-20.2612796,-70.1249018
1166,10:45:00,-20.2705889,-70.1068267
1170,08:30:00,-20.2115901,-70.1484112
1173,10:30:00,-20.270668,-70.1016173
1176,10:30:00,-20.255713,-70.1342417
1178,06:10:00,-20.2637153,-70.0986734
1181,11:13:00,-20.2468291,-70.1337269
1189,07:45:00,-20.2464084,-70.131271
1194,11:00:00,-20.2566916,-70.1336624
1195,10:00:00,-20.280345,-70.1007775
1197,08:15:00,-20.221972,-70.1331259
1198,08:40:00,-20.2684928,-70.125358
1199,09:00:00,-20.2514502,-70.1257259
1203,09:20:00,-20.2476637,-70.1343242
1204,08:30:00,-20.2248356,-70.1380641
1210,08:45:00,-20.2285158,-70.146176
1212,10:15:00,-20.2600705,-70.1278889
1213,06:25:00,-20.2307033,-70.1356692
1221,08:15:00,-20.2455677,-70.1374529
1222,10:30:00,-20.244502,-70.1286078
1225,10:25:00,-20.2723625,-70.1298877
1226,07:35:00,-20.2244134,-70.14698
1227,09:20:00,-20.2144567,-70.1441315
1228,08:30:00,-20.2407675,-70.1369893
1231,07:45:00,-20.2111121,-70.1399327
1232,07:45:00,-20.2145966,-70.1428339
1233,07:40:00,-20.2925751,-70.1048736
1236,07:45:00,-20.2616614,-70.129137
1237,08:30:00,-20.2817194,-70.1276021
1242,07:30:00,-20.2832537,-70.094516
1243,10:30:00,-20.2333879,-70.1460613
1244,08:20:00,-20.2720208,-70.0923253
1246,11:30:00,-20.2925751,-70.1048736
1257,07:30:00,-20.2245555,-70.145758
1267,06:45:00,-20.2141648,-70.1530376
1271,11:30:00,-20.2110519,-70.1431517
1272,06:30:00,-20.2278732,-70.1309752
1273,07:40:00,-20.2248356,-70.1380641
1274,07:50:00,-20.2248356,-70.1380641
1281,11:00:00,-20.2839611,-70.1044103
1285,09:20:00,-20.2163207,-70.1391357
1289,11:20:00,-20.2925294,-70.1251716
1290,07:10:00,-20.2622449,-70.1253664
1294,11:30:00,-20.2367763,-70.148507
1297,11:30:00,-20.2158858,-70.1514135
1299,07:50:00,-20.2999346,-70.1117138
1300,11:00:00,-20.2248356,-70.1380641
1305,07:40:00,-20.2524689,-70.1348006
1309,10:50:00,-20.244502,-70.1286078
1315,07:49:00,-20.2233371,-70.1492636
1316,09:00:00,-20.2192287,-70.1515497
1319,08:15:00,-20.2263676,-70.1487918
1334,10:00:00,-20.2634765,-70.1050536
1336,07:05:00,-20.2787886,-70.0935835
1337,11:15:00,-20.2278591,-70.131733
1342,07:40:00,-20.2775307,-70.1021922
1345,11:00:00,-20.2307033,-70.1356692
1351,09:50:00,-20.2300565,-70.1363117
1355,07:45:00,-20.2623582,-70.1046037
1357,07:53:00,-20.2662507,-70.1025442
1359,11:30:00,-20.2776575,-70.1084981
1362,09:00:00,-20.2897322,-70.1039479
1371,12:00:00,-20.2107977,-70.1491966
1376,09:45:00,-20.2612611,-70.1017849
1377,06:20:00,-20.2008047,-70.1331312
1381,09:00:00,-20.2194313,-70.1489375
1383,10:40:00,-20.2204816,-70.1365632
1384,10:45:00,-20.2134898,-70.1310453
1387,06:45:00,-20.2092852,-70.1514905
1388,06:55:00,-20.2812879,-70.1009617
1389,10:50:00,-20.2283933,-70.1412794
1395,08:00:00,-20.2266523,-70.1411667
1402,08:30:00,-20.2507313,-70.1286646
1406,07:45:00,-20.2243764,-70.14781
1409,08:00:00,-20.2480413,-70.1372275
1427,10:30:00,-20.211797,-70.1447349
1432,07:55:00,-20.2285158,-70.146176
1437,08:40:00,-20.2144567,-70.1441315
1443,10:45:00,-20.265632,-70.1017397
1452,11:45:00,-20.2185414,-70.1488523
1453,10:30:00,-20.2143933,-70.1344376
1455,11:40:00,-20.2445158,-70.131685
1458,07:00:00,-20.2173917,-70.1391838
1459,10:50:00,-20.2081895,-70.1415253
1464,10:30:00,-20.2201543,-70.1353452
1465,11:30:00,-20.2478923,-70.1368759
1468,06:30:00,-20.2674658,-70.1299025
1486,10:00:00,-20.2235392,-70.1509815
1488,07:55:00,-20.2166864,-70.1510941
1491,11:30:00,-20.231349,-70.1284471
1495,10:00:00,-20.2666838,-70.1273691
1496,08:15:00,-20.2212884,-70.1347762
1503,09:30:00,-20.2130997,-70.1320361
1508,12:00:00,-20.2193218,-70.1347013
1516,06:40:00,-20.272964,-70.1294999
1517,07:15:00,-20.243606,-70.12814
1519,07:40:00,-20.2563235,-70.1120862
1521,10:51:00,-20.2422792,-70.1413978
1527,12:00:00,-20.2177479,-70.1442373
1531,07:30:00,-20.2199822,-70.1386986
1534,10:30:00,-20.2393332,-70.128287
1537,08:30:00,-20.2386682,-70.1296108
1539,11:00:00,-20.2486089,-70.1382111
1545,07:30:00,-20.2957076,-70.1062929
1549,06:30:00,-20.2194663,-70.1502955
1553,11:30:00,-20.2731916,-70.0995306
1555,08:15:00,-20.2800542,-70.1007563
1560,10:40:00,-20.2441837,-70.1409449
1566,07:45:00,-20.2421195,-70.1414738
1567,06:00:00,-20.2685059,-70.1292876
1568,10:15:00,-20.255713,-70.1342417
1575,06:20:00,-20.2244564,-70.145933
1576,07:50:00,-20.2175143,-70.1487674
1578,08:30:00,-20.2093046,-70.151505
1581,11:55:00,-20.2093046,-70.151505
1582,10:30:00,-20.2441837,-70.1409449
1584,06:36:00,-20.2333018,-70.1301666
1592,09:30:00,-20.2236518,-70.1423787
1594,10:00:00,-20.2325404,-70.1427654
1598,11:45:00,-20.2342974,-70.1364184
1607,09:45:00,-20.2188278,-70.1436951
1610,07:35:00,-20.2505749,-70.1303042
1612,11:55:00,-20.2928322,-70.123946
1614,10:00:00,-20.2686722,-70.1049169
1617,07:20:00,-20.215697,-70.1420206
1621,11:40:00,-20.2024249,-70.1365435
1623,07:45:00,-20.217696,-70.1452689
1628,06:35:00,-20.2193218,-70.1347013
1629,09:30:00,-20.2443662,-70.129305
1631,11:45:00,-20.2667983,-70.1250689
1639,07:30:00,-20.2686722,-70.1049169
1643,12:00:00,-20.2203193,-70.1515539
1644,11:50:00,-20.2110955,-70.1424753
1666,10:30:00,-20.214737,-70.1498031
1673,08:20:00,-20.227256,-70.1298393
1678,08:15:00,-20.266942,-70.1070489
1681,09:00:00,-20.2245126,-70.1445436
1692,10:30:00,-20.2292198,-70.1462101
1694,10:15:00,-20.2841385,-70.0991439
1697,08:40:00,-20.2460858,-70.1296584
1716,12:00:00,-20.2108386,-70.1483817
1725,11:45:00,-20.228306,-70.1293749
1730,11:10:00,-20.2107991,-70.1491654
1736,12:00:00,-20.2791894,-70.1256972
1737,09:00:00,-20.2286019,-70.1315385
1743,11:00:00,-20.2777582,-70.0907546
1748,08:00:00,-20.2296655,-70.1356804
1749,11:30:00,-20.2818167,-70.1004099
1750,12:00:00,-20.2687204,-70.1005212
1751,06:00:00,-20.2725893,-70.1031146
1753,12:00:00,-20.2397174,-70.1399756
1764,10:30:00,-20.2718472,-70.1002663
1768,12:00:00,-20.2204227,-70.1385802
1770,08:20:00,-20.2247289,-70.1499285
1786,09:00:00,-20.2728431,-70.0920644
1789,10:30:00,-20.2812046,-70.1008192
1790,08:40:00,-20.212431,-70.1297754
1792,10:20:00,-20.2278732,-70.1309752
1799,07:45:00,-20.2393332,-70.128287
1801,08:30:00,-20.2684928,-70.125358
1812,07:50:00,-20.2156876,-70.1379329
1813,12:00:00,-20.2642833,-70.1083877
1814,10:20:00,-20.2478923,-70.1368759
1820,08:10:00,-20.2202456,-70.1538862
1822,09:15:00,-20.219294,-70.150411
1824,07:40:00,-20.2287626,-70.140574
1825,10:25:00,-20.2190716,-70.1393305
1826,10:15:00,-20.2451662,-70.1355174
1832,11:00:00,-20.2108386,-70.1483817
1837,09:40:00,-20.2134898,-70.1310453
1838,12:00:00,-20.2049745,-70.135743
1841,07:54:00,-20.227256,-70.1298393
1842,07:00:00,-20.2116966,-70.1393784
1843,11:53:00,-20.2384295,-70.1348415
1846,10:00:00,-20.2197336,-70.1431759
1847,07:30:00,-20.2611428,-70.102019
1848,10:20:00,-20.2034547,-70.133451
1852,06:30:00,-20.2212254,-70.1360422
1854,06:10:00,-20.2919344,-70.1276743
1858,08:00:00,-20.2382135,-70.1286667
1860,07:25:00,-20.2296416,-70.1427763
1861,08:40:00,-20.2206842,-70.1455402
1863,07:30:00,-20.230949,-70.142074
1865,11:30:00,-20.2159851,-70.1472849
1868,06:55:00,-20.2311999,-70.1298021
1870,08:00:00,-20.227256,-70.1298393
1871,11:25:00,-20.2364664,-70.1360525
1878,06:00:00,-20.2407485,-70.1424978
1887,06:00:00,-20.255783,-70.128973
1890,08:30:00,-20.2441837,-70.1409449
1891,10:30:00,-20.2080995,-70.1297933
1897,10:40:00,-20.2486089,-70.1382111
1899,07:00:00,-20.2355255,-70.1357594
1901,11:45:00,-20.2417381,-70.1341018
1906,12:00:00,-20.2144834,-70.1565112
1908,07:35:00,-20.2263913,-70.1471015
1912,07:55:00,-20.2743469,-70.0972785
1918,08:40:00,-20.2623582,-70.1046037
1919,11:30:00,-20.2527979,-70.1284514
1922,06:45:00,-20.2361371,-70.141682
1925,06:40:00,-20.2686827,-70.0918557
1930,07:30:00,-20.2906452,-70.0922874
1932,07:55:00,-20.2613818,-70.1031487
1934,07:20:00,-20.25145,-70.1319383
1935,12:00:00,-20.2405004,-70.127317
1937,09:20:00,-20.2124495,-70.1455236
1941,09:15:00,-20.2507596,-70.1362112
1947,07:45:00,-20.2440011,-70.1407861
1951,08:50:00,-20.2926993,-70.1274816
1957,07:40:00,-20.2475363,-70.1012622
1958,08:00:00,-20.2358462,-70.137573
1960,11:35:00,-20.2801852,-70.1243222
1961,07:00:00,-20.2902262,-70.104131
1962,11:40:00,-20.2278732,-70.1309752
1966,08:00:00,-20.2925751,-70.1048736
1969,10:30:00,-20.2899557,-70.0912478
1972,07:05:00,-20.2245658,-70.1435295
1973,11:30:00,-20.2443662,-70.129305
1975,08:50:00,-20.2160359,-70.1465023
1978,09:25:00,-20.2249004,-70.1370717
1985,10:10:00,-20.263087,-70.1244291
1988,09:25:00,-20.2201814,-70.1349026
1989,12:00:00,-20.2049013,-70.1406083
1991,08:10:00,-20.2297783,-70.1290144
1995,12:00:00,-20.2106819,-70.1527557
1999,08:00:00,-20.2556984,-70.1070161
2000,10:40:00,-20.2249719,-70.1360341
2007,08:00:00,-20.2686722,-70.1049169
2014,08:00:00,-20.2295862,-70.1438828
2015,08:00:00,-20.2387414,-70.1320056
2027,07:45:00,-20.2569181,-70.1286058
2037,06:50:00,-20.258758,-70.1046404
2039,09:20:00,-20.2186406,-70.1475157
2041,06:40:00,-20.2162145,-70.1419305
2044,08:40:00,-20.2616614,-70.129137
2048,07:45:00,-20.2416778,-70.1441063
2049,09:15:00,-20.2019515,-70.1374846
2052,07:55:00,-20.2199419,-70.1393996
2053,09:50:00,-20.2444412,-70.1282904
2055,10:30:00,-20.2373067,-70.139562
2058,07:35:00,-20.2346534,-70.1370795
2060,09:45:00,-20.255036,-70.1327603
2062,11:10:00,-20.2016728,-70.139253
2064,09:15:00,-20.2188613,-70.1431021
2067,10:40:00,-20.2394749,-70.1403552
2070,07:09:00,-20.2468369,-70.1329274
2071,08:30:00,-20.2476649,-70.1308053
2075,10:00:00,-20.2238646,-70.1369653
2080,08:40:00,-20.2292198,-70.1462101
2081,11:30:00,-20.2169565,-70.1464226
2093,08:35:00,-20.2626251,-70.1247655
2095,08:35:00,-20.249851,-70.1045507
2098,07:20:00,-20.239734,-70.1466694
2111,07:50:00,-20.274548,-70.109589
2112,06:30:00,-20.291718,-70.096169
2114,08:15:00,-20.267796,-70.10598
2117,11:00:00,-20.2911,-70.105721
2119,09:50:00,-20.287527,-70.103111
2121,09:20:00,-20.28351,-70.101936
2122,10:55:00,-20.284599,-70.102074
2126,10:05:00,-20.272882,-70.092194
2127,08:50:00,-20.275566,-70.090561
2129,06:20:00,-20.26852,-70.100716
2134,11:30:00,-20.25565,-70.106949
2146,11:30:00,-20.283594,-70.099709
2155,10:00:00,-20.274746,-70.085991
2159,10:00:00,-20.258322,-70.104683
2168,11:55:00,-20.263058,-70.099281
2172,08:00:00,-20.25478,-70.110161
2173,08:00:00,-20.253576,-70.106224
2175,08:00:00,-20.284296,-70.098503
2179,10:00:00,-20.275444,-70.091042
2180,08:05:00,-20.280172,-70.079353
2181,07:40:00,-20.277224,-70.080528
2186,09:45:00,-20.287251,-70.10379
2191,09:00:00,-20.29221,-70.093285
2198,10:58:00,-20.295584,-70.1082
2199,07:45:00,-20.286041,-70.102692
2200,08:00:00,-20.271292,-70.094765
2202,11:30:00,-20.280678,-70.103783
2203,07:40:00,-20.280678,-70.103783
2207,09:40:00,-20.280678,-70.103783
2209,07:40:00,-20.280054,-70.100754
2210,07:00:00,-20.280054,-70.100754
2211,08:00:00,-20.280054,-70.100754
2214,06:50:00,-20.280054,-70.100754
2215,07:30:00,-20.280159,-70.101242
2219,07:50:00,-20.273018,-70.103386
2223,07:50:00,-20.27228,-70.109795
2226,07:50:00,-20.292771,-70.1092755
2228,07:40:00,-20.246689,-70.098557
2232,08:00:00,-20.246885,-70.125084
2234,07:30:00,-20.287251,-70.10379
2235,08:20:00,-20.291172,-70.092262
2237,07:30:00,-20.249599,-70.106071
2238,07:50:00,-20.249599,-70.106071
2242,10:00:00,-20.267828,-70.105942
2243,06:30:00,-20.268726,-70.105003
2245,07:45:00,-20.26977,-70.103706
2250,06:35:00,-20.29077,-70.100899
