LAT,LNG,COMUNA,Tipo_Accdt,Fallecidos,Graves,Menos_Grav,Leves,Hora,Año,Fecha,X,Y,COD_REG,FID,CUT,IdAccident
-20.2830627,-70.0874094,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,18:05:00,2018,2018/12/10 00:00:00+00,-70.0874094,-20.2830627,1,1417,1107,1152509
-20.2159668,-70.1567196,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,12:05:00,2018,2018/12/10 00:00:00+00,-70.1567196,-20.2159668,1,1418,1101,1152596
-20.2157615,-70.1357266,IQUIQUE,ATROPELLO,0,0,0,1,20:40:00,2018,2018/12/10 00:00:00+00,-70.1357266,-20.2157615,1,1419,1101,1152646
-20.2441837,-70.1409449,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,20:00:00,2018,2018/12/11 00:00:00+00,-70.1409449,-20.2441837,1,1420,1101,1152672
-20.238243,-70.1441106,IQUIQUE,COLISION PERPENDICULAR,0,0,0,0,12:40:00,2018,2018/12/11 00:00:00+00,-70.1441106,-20.238243,1,1421,1101,1152694
-20.2082158,-70.1408429,IQUIQUE,COLISION LATERAL,0,0,0,0,14:00:00,2018,2018/12/11 00:00:00+00,-70.1408429,-20.2082158,1,1422,1101,1152711
-20.2188613,-70.1431021,IQUIQUE,COLISION PERPENDICULAR,0,0,0,2,17:10:00,2018,2018/12/12 00:00:00+00,-70.1431021,-20.2188613,1,1423,1101,1153247
-20.2801852,-70.1243222,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,16:54:00,2018,2018/12/13 00:00:00+00,-70.1243222,-20.2801852,1,1424,1101,1153373
-20.2327726,-70.1363732,IQUIQUE,ATROPELLO,0,0,0,1,13:30:00,2018,2018/12/14 00:00:00+00,-70.1363732,-20.2327726,1,1425,1101,1153508
-20.2278732,-70.1309752,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,15:29:00,2018,2018/12/14 00:00:00+00,-70.1309752,-20.2278732,1,1426,1101,1153511
-20.2131386,-70.1543387,IQUIQUE,COLISION FRONTAL,0,0,0,0,17:15:00,2018,2018/12/14 00:00:00+00,-70.1543387,-20.2131386,1,1427,1101,1153516
-20.211797,-70.1447349,IQUIQUE,COLISION PERPENDICULAR,0,1,0,0,10:30:00,2018,2018/12/14 00:00:00+00,-70.1447349,-20.211797,1,1428,1101,1153520
-20.2190156,-70.1403405,IQUIQUE,COLISION PERPENDICULAR,0,0,0,1,19:15:00,2018,2018/12/14 00:00:00+00,-70.1403405,-20.2190156,1,1429,1101,1153523
-20.238604,-70.1427771,IQUIQUE,ATROPELLO,0,0,0,1,19:50:00,2018,2018/12/15 00:00:00+00,-70.1427771,-20.238604,1,1430,1101,1153602
-20.2330057,-70.1302175,IQUIQUE,CHOQUE FRENTE/FRENTE,0,0,0,0,01:00:00,2018,2018/12/15 00:00:00+00,-70.1302175,-20.2330057,1,1431,1101,1153604
-20.2382135,-70.1286667,IQUIQUE,COLISION LATERAL,0,0,0,0,20:40:00,2018,2018/12/15 00:00:00+00,-70.1286667,-20.2382135,1,1432,1101,1153606
-20.2285158,-70.146176,IQUIQUE,CHOQUE FRONTAL,0,0,0,1,07:55:00,2018,2018/12/15 00:00:00+00,-70.146176,-20.2285158,1,1433,1101,1153607
-20.2199419,-70.1393996,IQUIQUE,COLISION PERPENDICULAR,0,0,0,1,04:00:00,2018,2018/12/15 00:00:00+00,-70.1393996,-20.2199419,1,1434,1101,1153610
-20.230949,-70.142074,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,21:00:00,2018,2018/12/17 00:00:00+00,-70.142074,-20.230949,1,1435,1101,1154159
-20.2067534,-70.1452669,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,18:45:00,2018,2018/12/19 00:00:00+00,-70.1452669,-20.2067534,1,1436,1101,1154691
-20.2382135,-70.1286667,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,18:00:00,2018,2018/12/20 00:00:00+00,-70.1286667,-20.2382135,1,1437,1101,1154857
-20.2144567,-70.1441315,IQUIQUE,COLISION PERPENDICULAR,0,0,0,1,08:40:00,2018,2018/12/20 00:00:00+00,-70.1441315,-20.2144567,1,1438,1101,1154898
-20.2165893,-70.1465892,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,14:00:00,2018,2018/12/20 00:00:00+00,-70.1465892,-20.2165893,1,1439,1101,1155026
-20.2941986,-70.1287146,IQUIQUE,CHOQUE FRONTAL,0,0,0,3,12:30:00,2018,2018/12/20 00:00:00+00,-70.1287146,-20.2941986,1,1440,1101,1155112
-20.2325448,-70.1358294,IQUIQUE,COLISION LATERAL,0,0,0,0,14:00:00,2018,2018/12/20 00:00:00+00,-70.1358294,-20.2325448,1,1441,1101,1155121
-20.2192499,-70.1378721,IQUIQUE,CHOQUE LADO/LADO,0,0,0,0,20:15:00,2018,2018/12/20 00:00:00+00,-70.1378721,-20.2192499,1,1442,1101,1155127
-20.2736121,-70.0917381,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,18:30:00,2018,2018/12/12 00:00:00+00,-70.0917381,-20.2736121,1,1443,1107,1155393
-20.265632,-70.1017397,ALTO HOSPICIO,ATROPELLO,0,0,0,1,10:45:00,2018,2018/12/12 00:00:00+00,-70.1017397,-20.265632,1,1444,1107,1155403
-20.264997,-70.1010375,ALTO HOSPICIO,ATROPELLO,0,0,0,1,15:00:00,2018,2018/12/13 00:00:00+00,-70.1010375,-20.264997,1,1445,1107,1155409
-20.2397615,-70.1311871,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,15:04:00,2018,2018/12/21 00:00:00+00,-70.1311871,-20.2397615,1,1446,1101,1155724
-20.2161356,-70.1435283,IQUIQUE,COLISION PERPENDICULAR,0,0,0,1,22:40:00,2018,2018/12/21 00:00:00+00,-70.1435283,-20.2161356,1,1447,1101,1155914
-20.2285882,-70.144682,IQUIQUE,COLISION PERPENDICULAR,0,0,0,0,00:30:00,2018,2018/12/22 00:00:00+00,-70.144682,-20.2285882,1,1448,1101,1156021
-20.2594083,-70.103955,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,01:45:00,2018,2018/12/17 00:00:00+00,-70.103955,-20.2594083,1,1449,1107,1156123
-20.2687388,-70.1046248,ALTO HOSPICIO,COLISION,0,0,0,2,22:20:00,2018,2018/12/18 00:00:00+00,-70.1046248,-20.2687388,1,1450,1107,1156131
-20.2339293,-70.1340386,IQUIQUE,CHOQUE FRENTE/FRENTE,0,0,0,0,16:00:00,2018,2018/12/22 00:00:00+00,-70.1340386,-20.2339293,1,1451,1101,1156149
-20.2141572,-70.1548644,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,12:50:00,2018,2018/12/23 00:00:00+00,-70.1548644,-20.2141572,1,1452,1101,1156153
-20.2185414,-70.1488523,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,11:45:00,2018,2018/11/24 00:00:00+00,-70.1488523,-20.2185414,1,1453,1101,1147345
-20.2143933,-70.1344376,IQUIQUE,COLISION PERPENDICULAR,0,0,0,0,10:30:00,2018,2018/11/30 00:00:00+00,-70.1344376,-20.2143933,1,1454,1101,1150303
-20.2319768,-70.1471435,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,13:30:00,2018,2018/12/08 00:00:00+00,-70.1471435,-20.2319768,1,1455,1101,1152203
-20.2445158,-70.131685,IQUIQUE,COLISION PERPENDICULAR,0,0,1,1,11:40:00,2018,2018/12/17 00:00:00+00,-70.131685,-20.2445158,1,1456,1101,1154212
-20.2788239,-70.0901007,ALTO HOSPICIO,CHOQUE LADO/LADO,0,0,0,0,22:40:00,2018,2018/12/20 00:00:00+00,-70.0901007,-20.2788239,1,1457,1107,1156258
-20.2257999,-70.1314802,IQUIQUE,COLISION PERPENDICULAR,0,0,0,0,15:45:00,2018,2018/12/24 00:00:00+00,-70.1314802,-20.2257999,1,1458,1101,1156405
-20.2173917,-70.1391838,IQUIQUE,COLISION PERPENDICULAR,0,0,1,2,07:00:00,2018,2018/12/24 00:00:00+00,-70.1391838,-20.2173917,1,1459,1101,1156500
-20.2081895,-70.1415253,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,10:50:00,2018,2018/12/28 00:00:00+00,-70.1415253,-20.2081895,1,1460,1101,1157056
-20.2207905,-70.1438105,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,16:00:00,2018,2018/12/27 00:00:00+00,-70.1438105,-20.2207905,1,1461,1101,1156699
-20.2127058,-70.1330916,IQUIQUE,CHOQUE LADO/POSTERIOR,0,0,0,0,15:00:00,2018,2018/12/13 00:00:00+00,-70.1330916,-20.2127058,1,1462,1101,1153306
-20.2721839,-70.1023809,ALTO HOSPICIO,ATROPELLO,0,0,0,1,19:40:00,2018,2018/12/22 00:00:00+00,-70.1023809,-20.2721839,1,1463,1107,1156796
-20.2847174,-70.1022289,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,16:00:00,2018,2018/12/23 00:00:00+00,-70.1022289,-20.2847174,1,1464,1107,1156843
-20.2201543,-70.1353452,IQUIQUE,COLISION PERPENDICULAR,0,0,0,3,10:30:00,2018,2018/12/27 00:00:00+00,-70.1353452,-20.2201543,1,1465,1101,1156860
-20.2478923,-70.1368759,IQUIQUE,CHOQUE FRENTE/FRENTE,0,0,0,0,11:30:00,2018,2018/12/28 00:00:00+00,-70.1368759,-20.2478923,1,1466,1101,1156992
-20.2505749,-70.1303042,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,01:50:00,2018,2018/12/28 00:00:00+00,-70.1303042,-20.2505749,1,1467,1101,1157178
-20.238243,-70.1441106,IQUIQUE,ATROPELLO,0,0,1,0,00:25:00,2018,2018/12/28 00:00:00+00,-70.1441106,-20.238243,1,1468,1101,1157187
-20.2674658,-70.1299025,IQUIQUE,COLISION POR ALCANCE,0,0,0,3,06:30:00,2018,2018/12/28 00:00:00+00,-70.1299025,-20.2674658,1,1469,1101,1157262
-20.213118,-70.1328351,IQUIQUE,CHOQUE FRONTAL,0,0,0,0,13:30:00,2018,2018/12/29 00:00:00+00,-70.1328351,-20.213118,1,1470,1101,1157280
-20.2441837,-70.1409449,IQUIQUE,VOLCADURA,0,0,0,1,14:25:00,2018,2018/12/29 00:00:00+00,-70.1409449,-20.2441837,1,1471,1101,1157282
-20.2217721,-70.1432875,IQUIQUE,COLISION PERPENDICULAR,0,0,0,0,12:50:00,2018,2018/12/31 00:00:00+00,-70.1432875,-20.2217721,1,1472,1101,1157883
-20.2265367,-70.1436597,IQUIQUE,COLISION PERPENDICULAR,0,0,1,1,18:00:00,2018,2018/12/23 00:00:00+00,-70.1436597,-20.2265367,1,1473,1101,1156221
-20.2219267,-70.1424238,IQUIQUE,COLISION LATERAL,0,0,0,0,03:00:00,2018,2018/02/25 00:00:00+00,-70.1424238,-20.2219267,1,1474,1101,1078243
-20.2264754,-70.1355632,IQUIQUE,CHOQUE FRONTAL,0,0,0,0,04:00:00,2018,2018/01/18 00:00:00+00,-70.1355632,-20.2264754,1,1475,1101,1069049
-20.2186091,-70.1356109,IQUIQUE,CHOQUE LADO/LADO,0,0,0,0,20:40:00,2018,2018/06/27 00:00:00+00,-70.1356109,-20.2186091,1,1476,1101,1111698
-20.2686722,-70.1049169,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,16:00:00,2018,2018/09/29 00:00:00+00,-70.1049169,-20.2686722,1,1477,1107,1134540
-20.2338688,-70.1410566,IQUIQUE,CHOQUE LATERAL,0,0,0,0,13:30:00,2018,2018/02/25 00:00:00+00,-70.1410566,-20.2338688,1,1478,1101,1078353
-20.2229403,-70.1474744,IQUIQUE,CHOQUE LADO/LADO,0,0,0,0,19:11:00,2018,2018/09/08 00:00:00+00,-70.1474744,-20.2229403,1,1479,1101,1129516
-20.211225,-70.1428595,IQUIQUE,CHOQUE FRENTE/LADO,0,0,0,1,23:35:00,2018,2018/09/29 00:00:00+00,-70.1428595,-20.211225,1,1480,1101,1134903
-20.289536,-70.1313034,IQUIQUE,VOLCADURA,0,0,2,2,05:00:00,2018,2018/03/12 00:00:00+00,-70.1313034,-20.289536,1,1481,1101,1082533
-20.2188613,-70.1431021,IQUIQUE,COLISION LATERAL,0,0,0,0,19:00:00,2018,2018/02/04 00:00:00+00,-70.1431021,-20.2188613,1,1482,1101,1073199
-20.2143938,-70.1387663,IQUIQUE,CHOQUE LATERAL,0,0,0,0,15:30:00,2018,2018/02/08 00:00:00+00,-70.1387663,-20.2143938,1,1483,1101,1074776
-20.2626251,-70.1247655,IQUIQUE,COLISION LATERAL,0,0,0,0,05:00:00,2018,2018/04/22 00:00:00+00,-70.1247655,-20.2626251,1,1484,1101,1093791
-20.255713,-70.1342417,IQUIQUE,COLISION LATERAL,0,0,0,0,22:45:00,2018,2018/02/20 00:00:00+00,-70.1342417,-20.255713,1,1485,1101,1077666
-20.214737,-70.1498031,IQUIQUE,COLISION LATERAL,0,0,0,0,19:00:00,2018,2018/01/07 00:00:00+00,-70.1498031,-20.214737,1,1486,1101,1065916
-20.2235392,-70.1509815,IQUIQUE,CHOQUE POSTERIOR/POSTERIOR,0,0,0,0,10:00:00,2018,2018/01/03 00:00:00+00,-70.1509815,-20.2235392,1,1487,1101,1064723
-20.2623582,-70.1046037,ALTO HOSPICIO,CHOQUE FRONTAL,0,0,0,0,13:04:00,2018,2018/05/08 00:00:00+00,-70.1046037,-20.2623582,1,1488,1107,1098277
-20.2166864,-70.1510941,IQUIQUE,CHOQUE FRENTE/LADO,0,0,0,0,07:55:00,2018,2018/05/16 00:00:00+00,-70.1510941,-20.2166864,1,1489,1101,1100205
-20.2377763,-70.150586,IQUIQUE,CHOQUE POSTERIOR,0,0,0,0,23:30:00,2018,2018/01/12 00:00:00+00,-70.150586,-20.2377763,1,1490,1101,1068786
-20.2384478,-70.1356327,IQUIQUE,CHOQUE FRONTAL,0,1,0,0,19:40:00,2018,2018/01/12 00:00:00+00,-70.1356327,-20.2384478,1,1491,1101,1068804
-20.231349,-70.1284471,IQUIQUE,COLISION LATERAL,0,0,0,0,11:30:00,2018,2018/01/12 00:00:00+00,-70.1284471,-20.231349,1,1492,1101,1068850
-20.2355273,-70.1467385,IQUIQUE,CHOQUE FRONTAL,0,0,0,0,03:00:00,2018,2018/01/13 00:00:00+00,-70.1467385,-20.2355273,1,1493,1101,1068877
-20.2055128,-70.1385279,IQUIQUE,CHOQUE POSTERIOR,0,0,0,0,21:24:00,2018,2018/06/16 00:00:00+00,-70.1385279,-20.2055128,1,1494,1101,1108238
-20.2543166,-70.1260602,IQUIQUE,CHOQUE POSTERIOR,0,0,0,0,13:00:00,2018,2018/01/14 00:00:00+00,-70.1260602,-20.2543166,1,1495,1101,1068943
-20.2666838,-70.1273691,IQUIQUE,CHOQUE LATERAL,0,0,0,0,10:00:00,2018,2018/01/14 00:00:00+00,-70.1273691,-20.2666838,1,1496,1101,1068960
-20.2212884,-70.1347762,IQUIQUE,CHOQUE POSTERIOR,0,0,0,1,08:15:00,2018,2018/01/14 00:00:00+00,-70.1347762,-20.2212884,1,1497,1101,1068993
-20.2263676,-70.1487918,IQUIQUE,COLISION LATERAL,0,0,0,0,14:00:00,2018,2018/01/15 00:00:00+00,-70.1487918,-20.2263676,1,1498,1101,1069017
-20.226561,-70.1307342,IQUIQUE,COLISION LATERAL,0,0,0,1,13:45:00,2018,2018/01/15 00:00:00+00,-70.1307342,-20.226561,1,1499,1101,1069024
-20.2409532,-70.1449725,IQUIQUE,COLISION POR ALCANCE,0,0,0,0,13:00:00,2018,2018/01/15 00:00:00+00,-70.1449725,-20.2409532,1,1500,1101,1069035
-20.2104255,-70.1457145,IQUIQUE,COLISION LATERAL,0,0,0,0,22:00:00,2018,2018/01/16 00:00:00+00,-70.1457145,-20.2104255,1,1501,1101,1069036
-20.2049594,-70.1369206,IQUIQUE,COLISION LATERAL,0,0,0,0,16:10:00,2018,2018/01/16 00:00:00+00,-70.1369206,-20.2049594,1,1502,1101,1069037
-20.2249004,-70.1370717,IQUIQUE,COLISION FRONTAL,0,0,0,0,14:00:00,2018,2018/01/17 00:00:00+00,-70.1370717,-20.2249004,1,1503,1101,1069042
-20.2130997,-70.1320361,IQUIQUE,CHOQUE LATERAL,0,0,0,0,09:30:00,2018,2018/06/27 00:00:00+00,-70.1320361,-20.2130997,1,1504,1101,1111566
-20.2441998,-70.1268121,IQUIQUE,COLISION LATERAL,0,0,0,0,19:20:00,2018,2018/01/19 00:00:00+00,-70.1268121,-20.2441998,1,1505,1101,1069064
-20.2200573,-70.137266,IQUIQUE,COLISION FRONTAL,0,0,0,0,05:00:00,2018,2018/01/19 00:00:00+00,-70.137266,-20.2200573,1,1506,1101,1069085
-20.2143706,-70.1450321,IQUIQUE,CHOQUE LATERAL,0,0,0,0,17:00:00,2018,2018/01/19 00:00:00+00,-70.1450321,-20.2143706,1,1507,1101,1069092
-20.2118495,-70.1367064,IQUIQUE,CHOQUE FRONTAL,0,0,0,0,14:00:00,2018,2018/01/19 00:00:00+00,-70.1367064,-20.2118495,1,1508,1101,1069098
-20.2193218,-70.1347013,IQUIQUE,COLISION LATERAL,0,0,0,0,12:00:00,2018,2018/07/09 00:00:00+00,-70.1347013,-20.2193218,1,1509,1101,1114770
-20.2464764,-70.1283501,IQUIQUE,COLISION FRONTAL,0,0,0,0,03:45:00,2018,2018/01/20 00:00:00+00,-70.1283501,-20.2464764,1,1510,1101,1069106
-20.2126575,-70.14924,IQUIQUE,COLISION FRONTAL,0,0,0,1,02:30:00,2018,2018/01/20 00:00:00+00,-70.14924,-20.2126575,1,1511,1101,1069109
-20.2137287,-70.1462516,IQUIQUE,CAIDA,0,0,0,1,15:00:00,2018,2018/01/20 00:00:00+00,-70.1462516,-20.2137287,1,1512,1101,1069322
-20.2194663,-70.1502955,IQUIQUE,COLISION LATERAL,0,0,0,0,00:10:00,2018,2018/01/21 00:00:00+00,-70.1502955,-20.2194663,1,1513,1101,1069448
-20.2445158,-70.131685,IQUIQUE,COLISION LATERAL,0,0,0,0,17:10:00,2018,2018/01/23 00:00:00+00,-70.131685,-20.2445158,1,1514,1101,1069525
-20.2212884,-70.1347762,IQUIQUE,CHOQUE POSTERIOR/FRENTE,0,0,0,0,13:10:00,2018,2018/01/22 00:00:00+00,-70.1347762,-20.2212884,1,1515,1101,1069549
-20.2254544,-70.146027,IQUIQUE,COLISION LATERAL,0,0,0,1,00:40:00,2018,2018/01/13 00:00:00+00,-70.146027,-20.2254544,1,1516,1101,1069655
-20.272964,-70.1294999,IQUIQUE,CHOQUE FRONTAL,0,0,0,0,06:40:00,2018,2018/09/17 00:00:00+00,-70.1294999,-20.272964,1,1517,1101,1131324
-20.243606,-70.12814,IQUIQUE,CHOQUE LATERAL,0,0,0,1,07:15:00,2018,2018/01/22 00:00:00+00,-70.12814,-20.243606,1,1518,1101,1069814
-20.214737,-70.1498031,IQUIQUE,COLISION LATERAL,0,0,0,2,19:10:00,2018,2018/01/23 00:00:00+00,-70.1498031,-20.214737,1,1519,1101,1070034
-20.2563235,-70.1120862,ALTO HOSPICIO,COLISION,0,1,0,0,07:40:00,2018,2018/12/11 00:00:00+00,-70.1120862,-20.2563235,1,1520,1107,1155041
-20.2129089,-70.1426252,IQUIQUE,COLISION LATERAL,0,0,0,2,15:15:00,2018,2018/01/22 00:00:00+00,-70.1426252,-20.2129089,1,1521,1101,1069924
-20.2422792,-70.1413978,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,10:51:00,2018,2018/01/24 00:00:00+00,-70.1413978,-20.2422792,1,1522,1101,1070409
-20.2201543,-70.1353452,IQUIQUE,COLISION LATERAL,0,0,0,0,13:40:00,2018,2018/01/24 00:00:00+00,-70.1353452,-20.2201543,1,1523,1101,1070456
-20.2484469,-70.1381101,IQUIQUE,ATROPELLO,0,0,1,1,23:35:00,2018,2018/01/24 00:00:00+00,-70.1381101,-20.2484469,1,1524,1101,1070489
-20.2144834,-70.1565112,IQUIQUE,COLISION LATERAL,0,0,0,0,16:30:00,2018,2018/02/17 00:00:00+00,-70.1565112,-20.2144834,1,1525,1101,1076459
-20.2094794,-70.1459306,IQUIQUE,CHOQUE LATERAL,0,0,0,0,14:45:00,2018,2018/01/26 00:00:00+00,-70.1459306,-20.2094794,1,1526,1101,1070855
-20.224934,-70.1365524,IQUIQUE,COLISION LATERAL,0,0,0,0,18:40:00,2018,2018/01/26 00:00:00+00,-70.1365524,-20.224934,1,1527,1101,1070861
-20.2177479,-70.1442373,IQUIQUE,COLISION LATERAL,0,0,0,1,12:00:00,2018,2018/01/27 00:00:00+00,-70.1442373,-20.2177479,1,1528,1101,1070885
-20.2080165,-70.1430439,IQUIQUE,COLISION LATERAL,0,0,0,0,14:00:00,2018,2018/01/27 00:00:00+00,-70.1430439,-20.2080165,1,1529,1101,1070905
-20.2196748,-70.1443406,IQUIQUE,COLISION LATERAL,0,0,0,2,12:40:00,2018,2018/01/27 00:00:00+00,-70.1443406,-20.2196748,1,1530,1101,1070916
-20.2250238,-70.1352451,IQUIQUE,COLISION LATERAL,0,0,0,1,15:00:00,2018,2018/01/27 00:00:00+00,-70.1352451,-20.2250238,1,1531,1101,1070948
-20.2199822,-70.1386986,IQUIQUE,COLISION LATERAL,0,0,0,2,07:30:00,2018,2018/01/27 00:00:00+00,-70.1386986,-20.2199822,1,1532,1101,1070982
-20.2865272,-70.1275199,IQUIQUE,ATROPELLO,0,0,0,1,04:55:00,2018,2018/01/28 00:00:00+00,-70.1275199,-20.2865272,1,1533,1101,1071017
-20.2129662,-70.150976,IQUIQUE,CHOQUE POSTERIOR/LADO,0,0,0,0,14:15:00,2018,2018/01/29 00:00:00+00,-70.150976,-20.2129662,1,1534,1101,1071503
-20.2393332,-70.128287,IQUIQUE,COLISION POR ALCANCE,0,0,0,1,10:30:00,2018,2018/01/29 00:00:00+00,-70.128287,-20.2393332,1,1535,1101,1071513
-20.2222549,-70.1368023,IQUIQUE,CHOQUE FRENTE/LADO,0,0,0,0,21:20:00,2018,2018/01/29 00:00:00+00,-70.1368023,-20.2222549,1,1536,1101,1071525
-20.2391223,-70.1414652,IQUIQUE,COLISION LATERAL,0,0,0,0,13:50:00,2018,2018/01/30 00:00:00+00,-70.1414652,-20.2391223,1,1537,1101,1072567
-20.2386682,-70.1296108,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,08:30:00,2018,2018/01/30 00:00:00+00,-70.1296108,-20.2386682,1,1538,1101,1072581
-20.2351843,-70.1472318,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,02:15:00,2018,2018/01/30 00:00:00+00,-70.1472318,-20.2351843,1,1539,1101,1072589
-20.2486089,-70.1382111,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,1,11:00:00,2018,2018/01/31 00:00:00+00,-70.1382111,-20.2486089,1,1540,1101,1072637
-20.2441837,-70.1409449,IQUIQUE,COLISION LATERAL,0,0,0,0,13:15:00,2018,2018/02/01 00:00:00+00,-70.1409449,-20.2441837,1,1541,1101,1072740
-20.2048548,-70.1419282,IQUIQUE,ATROPELLO,0,0,0,1,21:40:00,2018,2018/02/02 00:00:00+00,-70.1419282,-20.2048548,1,1542,1101,1073036
-20.214656,-70.1418301,IQUIQUE,CHOQUE FRONTAL,0,1,0,0,17:10:00,2018,2018/02/03 00:00:00+00,-70.1418301,-20.214656,1,1543,1101,1073088
-20.2234394,-70.1477687,IQUIQUE,ATROPELLO,0,0,1,0,12:30:00,2018,2018/02/04 00:00:00+00,-70.1477687,-20.2234394,1,1544,1101,1073350
-20.246623,-70.0985631,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,13:10:00,2018,2018/01/30 00:00:00+00,-70.0985631,-20.246623,1,1545,1107,1073673
-20.2957076,-70.1062929,ALTO HOSPICIO,COLISION,0,0,0,8,07:30:00,2018,2018/01/30 00:00:00+00,-70.1062929,-20.2957076,1,1546,1107,1073683
-20.2278732,-70.1309752,IQUIQUE,COLISION LATERAL,0,0,0,0,12:30:00,2018,2018/02/05 00:00:00+00,-70.1309752,-20.2278732,1,1547,1101,1073689
-20.2686722,-70.1049169,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,19:00:00,2018,2018/01/27 00:00:00+00,-70.1049169,-20.2686722,1,1548,1107,1073690
-20.275428,-70.1057337,ALTO HOSPICIO,COLISION,0,0,0,2,14:30:00,2018,2018/01/25 00:00:00+00,-70.1057337,-20.275428,1,1549,1107,1073716
-20.2194663,-70.1502955,IQUIQUE,CHOQUE POSTERIOR/LADO,0,0,0,0,06:30:00,2018,2018/02/09 00:00:00+00,-70.1502955,-20.2194663,1,1550,1101,1074982
-20.2777571,-70.1048131,ALTO HOSPICIO,COLISION,0,0,0,0,17:00:00,2018,2018/01/22 00:00:00+00,-70.1048131,-20.2777571,1,1551,1107,1073773
-20.2686722,-70.1049169,ALTO HOSPICIO,CHOQUE,0,0,0,0,23:20:00,2018,2018/01/21 00:00:00+00,-70.1049169,-20.2686722,1,1552,1107,1073799
-20.2382135,-70.1286667,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,2,23:30:00,2018,2018/02/05 00:00:00+00,-70.1286667,-20.2382135,1,1553,1101,1073817
-20.2731916,-70.0995306,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,11:30:00,2018,2018/01/18 00:00:00+00,-70.0995306,-20.2731916,1,1554,1107,1073827
-20.2925369,-70.1015671,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,17:30:00,2018,2018/01/14 00:00:00+00,-70.1015671,-20.2925369,1,1555,1107,1073985
-20.2800542,-70.1007563,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,0,0,0,0,08:15:00,2018,2018/01/13 00:00:00+00,-70.1007563,-20.2800542,1,1556,1107,1074011
-20.2694813,-70.1076445,ALTO HOSPICIO,COLISION,0,0,0,0,23:30:00,2018,2018/01/12 00:00:00+00,-70.1076445,-20.2694813,1,1557,1107,1074057
-20.2345902,-70.1298513,IQUIQUE,COLISION LATERAL,0,0,0,0,17:00:00,2018,2018/02/06 00:00:00+00,-70.1298513,-20.2345902,1,1558,1101,1074096
-20.2402494,-70.131756,IQUIQUE,CHOQUE FRENTE/POSTERIOR,0,0,0,0,14:30:00,2018,2018/02/07 00:00:00+00,-70.131756,-20.2402494,1,1559,1101,1074348
-20.2409125,-70.1360827,IQUIQUE,COLISION LATERAL,0,0,0,0,13:00:00,2018,2018/02/07 00:00:00+00,-70.1360827,-20.2409125,1,1560,1101,1074366
-20.2441837,-70.1409449,IQUIQUE,COLISION LATERAL,0,0,0,2,10:40:00,2018,2018/02/07 00:00:00+00,-70.1409449,-20.2441837,1,1561,1101,1074416
-20.2139934,-70.1485311,IQUIQUE,ATROPELLO,0,0,0,1,17:45:00,2018,2018/02/07 00:00:00+00,-70.1485311,-20.2139934,1,1562,1101,1074430
-20.2561589,-70.1256228,IQUIQUE,COLISION LATERAL,0,0,0,0,20:10:00,2018,2018/02/07 00:00:00+00,-70.1256228,-20.2561589,1,1563,1101,1074450
-20.2222954,-70.1424621,IQUIQUE,CHOQUE LATERAL,0,0,0,0,18:40:00,2018,2018/02/07 00:00:00+00,-70.1424621,-20.2222954,1,1564,1101,1074498
-20.2686722,-70.1049169,ALTO HOSPICIO,CHOQUE FRONTAL,0,0,0,0,20:00:00,2018,2018/03/30 00:00:00+00,-70.1049169,-20.2686722,1,1565,1107,1089401
