,Horas,LAT,LNG
964,22:05:00,-20.2248356,-70.1380641
975,21:25:00,-20.2256436,-70.1398155
978,21:00:00,-20.239015,-70.14459
984,20:30:00,-20.2107795,-70.1465753
991,22:25:00,-20.2202654,-70.1530068
995,20:25:00,-20.2133074,-70.134039
999,22:40:00,-20.2542691,-70.1314071
1017,21:00:00,-20.2176315,-70.1465983
1018,19:20:00,-20.2600254,-70.1254437
1024,20:55:00,-20.2109821,-70.1445867
1025,19:15:00,-20.2637153,-70.0986734
1037,21:40:00,-20.211463,-70.149777
1046,20:15:00,-20.212405,-70.1447866
1051,20:20:00,-20.2297964,-70.1422898
1054,21:50:00,-20.2488518,-70.128074
1066,20:00:00,-20.2170705,-70.1435776
1072,20:20:00,-20.2403508,-70.1374555
1074,20:00:00,-20.2348731,-70.143627
1075,20:30:00,-20.2143938,-70.1387663
1078,20:45:00,-20.2201278,-70.1361812
1079,23:50:00,-20.2265367,-70.1436597
1080,20:20:00,-20.2300565,-70.1363117
1081,19:51:00,-20.2471645,-70.1350603
1086,20:00:00,-20.2127063,-70.1338548
1099,21:00:00,-20.2434636,-70.1384308
1102,20:00:00,-20.2171999,-70.1487663
1112,19:10:00,-20.2489752,-70.1326219
1116,22:30:00,-20.226699,-70.146997
1118,19:30:00,-20.2644853,-70.1246063
1121,19:10:00,-20.2554543,-70.1017023
1123,19:19:00,-20.2367218,-70.1381753
1125,21:10:00,-20.2486089,-70.1382111
1126,22:15:00,-20.2186454,-70.149373
1128,19:10:00,-20.2482846,-70.0982087
1129,20:00:00,-20.2697311,-70.0953563
1147,23:50:00,-20.2477,-70.1309852
1152,20:45:00,-20.2145055,-70.1434772
1155,21:00:00,-20.2049594,-70.1369206
1162,21:40:00,-20.2780177,-70.1023609
1168,20:50:00,-20.2779685,-70.0999408
1182,20:00:00,-20.2603704,-70.1323614
1183,20:15:00,-20.2249004,-70.1370717
1184,21:30:00,-20.2248356,-70.1380641
1186,20:20:00,-20.2293811,-70.1354497
1191,21:00:00,-20.2133583,-70.1388275
1206,22:15:00,-20.2225572,-70.1430315
1215,20:30:00,-20.2297799,-70.1307042
1229,21:30:00,-20.2205113,-70.149037
1230,20:35:00,-20.2220637,-70.1348309
1239,19:50:00,-20.2616649,-70.126647
1248,19:40:00,-20.2377082,-70.1388397
1251,23:11:00,-20.2734712,-70.125236
1254,21:50:00,-20.220917,-70.1415272
1258,19:30:00,-20.2717091,-70.124514
1265,21:30:00,-20.2407675,-70.1369893
1275,21:15:00,-20.2373067,-70.139562
1276,20:35:00,-20.2409532,-70.1449725
1283,19:40:00,-20.2708908,-70.1004915
1284,23:30:00,-20.223043,-70.1515888
1288,20:15:00,-20.2507313,-70.1286646
1293,22:30:00,-20.2332067,-70.1337959
1295,21:00:00,-20.2217721,-70.1432875
1302,22:30:00,-20.2321694,-70.1343663
1303,20:30:00,-20.2212884,-70.1347762
1304,21:50:00,-20.2621749,-70.0821185
1306,21:45:00,-20.2409125,-70.1360827
1313,22:25:00,-20.25145,-70.1319383
1327,21:30:00,-20.2386128,-70.1383434
1332,20:07:00,-20.2719521,-70.1261584
1340,22:00:00,-20.2258286,-70.1300008
1343,20:25:00,-20.2705741,-70.101853
1348,20:00:00,-20.2498961,-70.1275957
1349,21:00:00,-20.2407675,-70.1369893
1350,21:15:00,-20.2375058,-70.1298939
1353,22:50:00,-20.2219834,-70.1395828
1354,21:00:00,-20.2868719,-70.1281088
1356,19:40:00,-20.2395639,-70.1469695
1365,23:15:00,-20.2275957,-70.1426209
1366,20:20:00,-20.2017053,-70.139114
1369,19:20:00,-20.2887768,-70.0930088
1373,22:15:00,-20.245836,-70.1401573
1374,23:20:00,-20.230635,-70.1376267
1394,20:45:00,-20.2307248,-70.1356851
1397,19:20:00,-20.255036,-70.1327603
1399,21:00:00,-20.2726303,-70.1263091
1401,20:30:00,-20.2148322,-70.1389636
1407,22:00:00,-20.2105177,-70.1432197
1410,22:29:00,-20.2243603,-70.1506527
1411,19:40:00,-20.265632,-70.1017397
1412,22:50:00,-20.2686722,-70.1049169
1415,23:30:00,-20.2503414,-70.1286174
1418,20:40:00,-20.2157615,-70.1357266
1419,20:00:00,-20.2441837,-70.1409449
1428,19:15:00,-20.2190156,-70.1403405
1429,19:50:00,-20.238604,-70.1427771
1431,20:40:00,-20.2382135,-70.1286667
1434,21:00:00,-20.230949,-70.142074
1441,20:15:00,-20.2192499,-70.1378721
1446,22:40:00,-20.2161356,-70.1435283
1449,22:20:00,-20.2687388,-70.1046248
1456,22:40:00,-20.2788239,-70.0901007
1462,19:40:00,-20.2721839,-70.1023809
1475,20:40:00,-20.2186091,-70.1356109
1478,19:11:00,-20.2229403,-70.1474744
1479,23:35:00,-20.211225,-70.1428595
1484,22:45:00,-20.255713,-70.1342417
1489,23:30:00,-20.2377763,-70.150586
1490,19:40:00,-20.2384478,-70.1356327
1493,21:24:00,-20.2055128,-70.1385279
1500,22:00:00,-20.2104255,-70.1457145
1504,19:20:00,-20.2441998,-70.1268121
1518,19:10:00,-20.214737,-70.1498031
1523,23:35:00,-20.2484469,-70.1381101
1535,21:20:00,-20.2222549,-70.1368023
1541,21:40:00,-20.2048548,-70.1419282
1551,23:20:00,-20.2686722,-70.1049169
1552,23:30:00,-20.2382135,-70.1286667
1556,23:30:00,-20.2694813,-70.1076445
1562,20:10:00,-20.2561589,-70.1256228
1564,20:00:00,-20.2686722,-70.1049169
1571,21:30:00,-20.217696,-70.1452689
1574,21:15:00,-20.210517,-70.145751
1577,20:30:00,-20.2906418,-70.0963919
1579,21:10:00,-20.263087,-70.1244291
1585,23:30:00,-20.2236477,-70.1368027
1588,19:05:00,-20.2318948,-70.1392508
1589,20:25:00,-20.2416754,-70.1438746
1599,21:00:00,-20.2475011,-70.1385004
1600,19:17:00,-20.2744074,-70.1266336
1605,23:55:00,-20.2256436,-70.1398155
1608,23:45:00,-20.2118495,-70.1367064
1613,20:20:00,-20.2407675,-70.1369893
1615,22:35:00,-20.2792229,-70.0832704
1616,20:00:00,-20.2148496,-70.1401144
1620,22:30:00,-20.2126168,-70.151367
1622,21:00:00,-20.2351218,-70.1372778
1625,22:00:00,-20.2416754,-70.1438746
1638,20:00:00,-20.2188613,-70.1431021
1648,20:00:00,-20.2198336,-70.1414293
1649,22:20:00,-20.2212884,-70.1347762
1654,23:10:00,-20.2321998,-70.1375756
1659,23:00:00,-20.2118495,-70.1367064
1668,23:45:00,-20.2384085,-70.1361705
1669,21:05:00,-20.2415823,-70.1431554
1672,23:15:00,-20.2717836,-70.0889684
1684,22:10:00,-20.2612165,-70.1015553
1686,22:30:00,-20.246623,-70.0985631
1691,22:50:00,-20.2781106,-70.0996705
1699,21:00:00,-20.2325448,-70.1358294
1709,22:03:00,-20.2146479,-70.146255
1715,22:50:00,-20.2275957,-70.1426209
1717,19:10:00,-20.2234394,-70.1477687
1720,19:15:00,-20.2137936,-70.1449128
1721,20:00:00,-20.2582963,-70.1291235
1734,20:00:00,-20.2351583,-70.1354589
1735,19:30:00,-20.2226509,-70.1433615
1738,21:00:00,-20.238243,-70.1441106
1739,22:50:00,-20.2109146,-70.1441037
1752,22:30:00,-20.2441837,-70.1409449
1758,23:00:00,-20.2686722,-70.1049169
1760,20:25:00,-20.2524488,-70.1272441
1767,19:40:00,-20.2441837,-70.1409449
1777,19:30:00,-20.2683968,-70.1257935
1778,21:45:00,-20.2188613,-70.1431021
1782,21:30:00,-20.238243,-70.1441106
1784,23:00:00,-20.2127063,-70.1338548
1794,19:38:00,-20.2208561,-70.1319844
1802,23:00:00,-20.2160808,-70.1493656
1821,21:45:00,-20.2115499,-70.1491714
1823,21:30:00,-20.2272407,-70.1383521
1830,22:15:00,-20.2823647,-70.1002538
1831,20:30:00,-20.2634763,-70.0830615
1835,22:00:00,-20.2309225,-70.1284733
1839,21:00:00,-20.2688456,-70.1018435
1849,21:15:00,-20.2513889,-70.1322222
1853,19:10:00,-20.2641056,-70.1228462
1856,23:30:00,-20.2777582,-70.0907546
1862,23:55:00,-20.2475011,-70.1385004
1875,19:30:00,-20.2606688,-70.1025168
1880,23:15:00,-20.284766,-70.0948226
1882,19:25:00,-20.282093,-70.1012454
1896,20:12:00,-20.2427402,-70.1399698
1903,23:20:00,-20.2658888,-70.1221907
1913,22:30:00,-20.2686722,-70.1049169
1914,23:00:00,-20.2897322,-70.1039479
1916,22:40:00,-20.2777571,-70.1048131
1921,21:30:00,-20.2353319,-70.1507767
1923,19:30:00,-20.2429911,-70.1282138
1926,23:30:00,-20.2144567,-70.1441315
1928,22:40:00,-20.2440011,-70.1407861
1933,21:20:00,-20.2597786,-70.1239227
1936,19:05:00,-20.2175143,-70.1487674
1943,23:30:00,-20.2077765,-70.1498863
1948,20:55:00,-20.2353322,-70.1507669
1950,21:15:00,-20.2199419,-70.1393996
1963,19:30:00,-20.291426,-70.0989208
1970,21:30:00,-20.2247382,-70.139754
1980,22:30:00,-20.2387414,-70.1320056
1983,21:15:00,-20.2652492,-70.1055102
1984,23:30:00,-20.2900434,-70.1030737
1987,21:05:00,-20.2139934,-70.1485311
1992,20:00:00,-20.2109436,-70.151012
1993,19:30:00,-20.2430011,-70.1292283
1998,21:30:00,-20.2629236,-70.1233243
2004,19:30:00,-20.2189238,-70.1420816
2006,21:15:00,-20.2620837,-70.1037992
2013,22:00:00,-20.2462883,-70.1301641
2026,22:30:00,-20.2232634,-70.1494656
2028,23:50:00,-20.2879242,-70.1032668
2036,19:15:00,-20.2351843,-70.1472318
2046,21:30:00,-20.2151642,-70.1450982
2050,19:20:00,-20.2409125,-70.1360827
2051,19:30:00,-20.2413979,-70.1437945
2056,19:30:00,-20.210178,-70.1420554
2061,22:14:00,-20.2243124,-70.149352
2065,20:00:00,-20.2798693,-70.0940271
2077,20:30:00,-20.282093,-70.1012454
2078,19:50:00,-20.2486089,-70.1382111
2083,19:55:00,-20.2647266,-70.1050322
2087,21:00:00,-20.2147773,-70.1502689
2089,21:10:00,-20.238243,-70.1441106
2091,21:30:00,-20.2111121,-70.1399327
2094,22:00:00,-20.27721,-70.080118
2099,22:30:00,-20.2722984,-70.1285202
2106,19:03:00,-20.259291,-70.104874
2107,20:40:00,-20.259291,-70.104874
2110,21:15:00,-20.274548,-70.109589
2115,19:20:00,-20.269587,-70.103218
2120,23:50:00,-20.287527,-70.103111
2123,23:00:00,-20.263632,-70.106888
2130,20:30:00,-20.268946,-70.100456
2131,20:50:00,-20.265224,-70.103104
2137,19:30:00,-20.262611,-70.105453
2139,21:30:00,-20.263466,-70.101334
2144,21:00:00,-20.260008,-70.096672
2150,20:00:00,-20.27173,-70.097977
2160,20:30:00,-20.2579,-70.105057
2161,20:30:00,-20.269695,-70.095299
2162,20:55:00,-20.257303,-70.105736
2170,23:00:00,-20.271067,-70.109009
2171,22:00:00,-20.293013,-70.094666
2176,22:00:00,-20.275471,-70.101555
2178,22:30:00,-20.277103,-70.081795
2188,22:00:00,-20.25565,-70.106949
2190,23:00:00,-20.293127,-70.105194
2192,19:30:00,-20.296022,-70.108337
2196,22:00:00,-20.274893,-70.103897
2197,23:30:00,-20.274893,-70.103897
2204,23:00:00,-20.280678,-70.103783
2206,21:20:00,-20.280678,-70.103783
2217,19:20:00,-20.270264,-70.106873
2218,19:45:00,-20.271559,-70.101601
2229,23:30:00,-20.2776575,-70.1084981
2233,19:45:00,-20.289883,-70.09874
2236,22:00:00,-20.245058,-70.094986
2239,19:40:00,-20.246321,-70.096558
2246,21:20:00,-20.272112,-70.100021
2247,22:00:00,-20.290627,-70.106804
2248,22:30:00,-20.291334,-70.104675
2261,22:00:00,-20.289713,-70.100693
2262,22:00:00,-20.294224,-70.102394
2265,23:00:00,-20.246288,-70.093697
2273,22:00:00,-20.2812046,-70.1008192
2281,22:30:00,-20.274849,-70.107094
2284,21:00:00,-20.269983,-70.10112
2285,22:30:00,-20.269983,-70.10112
2294,20:20:00,-20.26816,-70.096024
2295,22:05:00,-20.26816,-70.096024
2300,22:30:00,-20.292423,-70.10495
2305,19:10:00,-20.299633,-70.108345
2307,22:10:00,-20.280664,-70.100243
2312,20:40:00,-20.284718,-70.102226
2313,22:00:00,-20.284718,-70.102226
2320,21:30:00,-20.27479,-70.091141
2321,23:30:00,-20.259993,-70.074936
2323,23:30:00,-20.259993,-70.074936
2326,23:25:00,-20.267036,-70.09539
2327,19:30:00,-20.269411,-70.105255
2331,23:40:00,-20.270264,-70.106873
2345,20:00:00,-20.266619,-70.102859
2351,21:00:00,-20.270466,-70.107018
2354,22:15:00,-20.270264,-70.106873
2360,20:00:00,-20.270401,-70.099541
2362,21:00:00,-20.267574,-70.099487
2368,19:10:00,-20.270035,-70.109894
2371,19:45:00,-20.273611,-70.099068
2373,21:15:00,-20.270035,-70.109894
2374,19:40:00,-20.270035,-70.109894
2376,21:45:00,-20.262781,-70.104431
2378,19:30:00,-20.262629,-70.103119
2388,21:40:00,-20.245077,-70.095253
2400,22:40:00,-20.283064,-70.08741
2402,19:30:00,-20.283064,-70.08741
2407,20:05:00,-20.265245,-70.098457
2408,21:45:00,-20.27039,-70.102539
2409,20:00:00,-20.278643,-70.090302
2410,19:10:00,-20.278824,-70.090103
2418,22:10:00,-20.27879,-70.093582
2420,21:00:00,-20.277069,-70.107605
2421,20:00:00,-20.277069,-70.107605
2423,19:45:00,-20.226942,-70.142159
2425,21:30:00,-20.273495,-70.125244
2426,21:20:00,-20.215225,-70.151398
2441,20:10:00,-20.225943,-70.144485
2448,20:20:00,-20.234823,-70.146561
2461,20:17:00,-20.257078,-70.134018
2473,22:10:00,-20.291304,-70.12822
2477,20:50:00,-20.222357,-70.152908
2478,22:00:00,-20.213852,-70.154549
2479,20:30:00,-20.231663,-70.145844
2487,20:30:00,-20.208597,-70.134117
2497,23:10:00,-20.212282,-70.147049
2503,23:00:00,-20.240068,-70.129311
2504,23:15:00,-20.255257,-70.128128
2509,20:15:00,-20.208107,-70.129669
2511,19:45:00,-20.222319,-70.143204
2515,21:20:00,-20.230627,-70.13472
2518,20:00:00,-20.278133,-70.124413
2521,20:20:00,-20.280556,-70.124466
2523,20:00:00,-20.234285,-70.135201
2525,20:10:00,-20.2344,-70.142204
2535,19:10:00,-20.23325,-70.129021
2542,20:30:00,-20.228752,-70.137329
2556,21:45:00,-20.212164,-70.138367
2562,21:05:00,-20.231361,-70.141518
2566,23:50:00,-20.214697,-70.138168
2567,20:00:00,-20.212608,-70.138603
2570,19:30:00,-20.212608,-70.138603
2580,23:00:00,-20.222479,-70.14994
2581,23:00:00,-20.226629,-70.144012
2601,19:20:00,-20.272299,-70.128517
2603,20:20:00,-20.272299,-70.128517
2605,19:20:00,-20.245745,-70.125534
2607,22:20:00,-20.245123,-70.125641
2609,19:30:00,-20.236002,-70.140144
2613,23:50:00,-20.236,-70.130409
2616,23:35:00,-20.225552,-70.144302
2618,20:51:00,-20.237692,-70.141701
2623,21:11:00,-20.27301,-70.124184
2624,19:40:00,-20.249659,-70.126595
2639,20:00:00,-20.23826,-70.134407
2650,23:30:00,-20.266508,-70.128326
2654,21:45:00,-20.245459,-70.133858
2655,22:00:00,-20.263809,-70.12384
2656,23:10:00,-20.267162,-70.122543
2672,21:00:00,-20.227859,-70.131737
2684,19:30:00,-20.252689,-70.127701
2685,19:45:00,-20.244972,-70.131485
2689,22:45:00,-20.280085,-70.125046
2690,22:45:00,-20.250408,-70.131783
2694,21:02:00,-20.231283,-70.135849
2711,19:40:00,-20.252756,-70.131538
2718,22:20:00,-20.210896,-70.144913
2719,22:20:00,-20.211189,-70.142654
2730,22:50:00,-20.268145,-70.127098
2734,22:30:00,-20.227867,-70.133827
2745,22:00:00,-20.213604,-70.141571
2751,19:45:00,-20.212658,-70.133438
2758,19:30:00,-20.223667,-70.14183
2760,23:10:00,-20.214067,-70.140854
2766,20:22:00,-20.272299,-70.128517
2767,23:00:00,-20.272299,-70.128517
2768,19:50:00,-20.272299,-70.128517
2780,19:10:00,-20.216776,-70.147408
2781,20:15:00,-20.216776,-70.147408
2784,23:45:00,-20.216082,-70.149368
2786,21:50:00,-20.216082,-70.149368
2789,19:30:00,-20.217438,-70.138458
2807,21:50:00,-20.211727,-70.146019
2808,20:30:00,-20.226391,-70.147102
2811,19:30:00,-20.219551,-70.146721
2816,20:55:00,-20.220631,-70.146767
2828,19:30:00,-20.210918,-70.145912
2829,19:30:00,-20.2141964,-70.1462983
2831,20:10:00,-20.211788,-70.152855
2839,20:55:00,-20.221272,-70.153023
2842,19:10:00,-20.219196,-70.152977
2843,21:30:00,-20.220264,-70.153008
2866,19:15:00,-20.217749,-70.144234
2872,21:50:00,-20.2248356,-70.1380641
2875,20:00:00,-20.2248356,-70.1380641
2882,19:50:00,-20.228867,-70.13842
2887,20:07:00,-20.216393,-70.137039
2892,20:30:00,-20.219336,-70.137207
2917,21:50:00,-20.221672,-70.13488
2920,23:08:00,-20.22051,-70.14904
2928,21:15:00,-20.260859,-70.127609
2929,20:30:00,-20.248756,-70.131622
2931,20:30:00,-20.212618,-70.151367
2937,19:20:00,-20.21471,-70.151398
2947,23:05:00,-20.217773,-70.143623
2948,21:00:00,-20.25452,-70.127686
2950,22:50:00,-20.243229,-70.138557
2951,23:30:00,-20.243229,-70.138557
2954,21:50:00,-20.236419,-70.136059
2967,19:30:00,-20.2137321,-70.1532418
2971,22:35:00,-20.244711,-70.137665
2972,21:00:00,-20.2479,-70.136887
2974,22:00:00,-20.24292,-70.139435
2975,23:45:00,-20.252148,-70.127144
3001,22:16:00,-20.246408,-70.131271
3006,19:20:00,-20.23637,-70.146759
3007,19:30:00,-20.246483,-70.133186
3008,21:00:00,-20.246483,-70.133186
3009,21:00:00,-20.246483,-70.133186
3013,20:40:00,-20.216551,-70.134834
3022,19:30:00,-20.215843,-70.134468
3025,19:10:00,-20.227901,-70.13549
3043,21:00:00,-20.237909,-70.127182
3047,23:00:00,-20.214007,-70.148518
3050,19:20:00,-20.214007,-70.148518
3052,23:00:00,-20.214844,-70.148544
3056,20:15:00,-20.217852,-70.141998
3061,20:00:00,-20.217514,-70.148766
3063,20:30:00,-20.230831,-70.141487
3065,23:50:00,-20.262625,-70.124763
3073,21:40:00,-20.229795,-70.142288
3078,23:44:00,-20.229786,-70.135712
3079,23:00:00,-20.229786,-70.135712
3080,19:40:00,-20.229786,-70.135712
3082,19:45:00,-20.229643,-70.142776
3086,20:20:00,-20.239998,-70.140556
3090,19:30:00,-20.208216,-70.140846
3094,19:30:00,-20.211582,-70.1492
3097,21:30:00,-20.219397,-70.149529
3098,23:50:00,-20.223318,-70.149719
3101,19:30:00,-20.220482,-70.149582
3102,22:25:00,-20.220482,-70.149582
3109,22:25:00,-20.2139981,-70.1493062
3113,19:15:00,-20.214802,-70.149277
3120,19:45:00,-20.222095,-70.139526
3124,22:00:00,-20.221651,-70.14563
3129,22:00:00,-20.221827,-70.142258
3145,20:30:00,-20.261662,-70.129135
3147,19:15:00,-20.25782,-70.132545
3150,21:15:00,-20.255713,-70.134239
3156,22:15:00,-20.226837,-70.137276
3161,22:00:00,-20.236834,-70.139374
3164,19:21:00,-20.220127,-70.136185
3169,19:05:00,-20.221207,-70.136497
3170,23:50:00,-20.221207,-70.136497
3180,19:50:00,-20.239601,-70.14035
3183,19:50:00,-20.239475,-70.140358
3189,23:30:00,-20.227812,-70.137367
3194,20:30:00,-20.232903,-70.133598
3208,22:40:00,-20.229031,-70.135506
3226,19:40:00,-20.220915,-70.139328
3227,21:15:00,-20.220915,-70.139328
3234,19:20:00,-20.213627,-70.138855
3236,21:24:00,-20.211063,-70.138405
3238,19:30:00,-20.211063,-70.138405
3241,19:55:00,-20.238243,-70.144112
3243,20:30:00,-20.238243,-70.1441106
3246,20:20:00,-20.238243,-70.1441106
3248,20:20:00,-20.238243,-70.1441106
3251,20:30:00,-20.214834,-70.138973
3257,20:00:00,-20.227684,-70.140289
3259,20:20:00,-20.218,-70.139229
3260,21:00:00,-20.233095,-70.128616
3267,20:45:00,-20.2495,-70.134514
3282,19:40:00,-20.222694,-70.142311
3285,22:15:00,-20.226433,-70.146126
